Tempo(s),Fila,E[N],E[W]
17510,31,97.797301,48.923797
17520,36,97.761142,48.895921
17530,48,97.729368,48.874442
17540,43,97.700113,48.863986
17550,48,97.668905,48.848369
17560,45,97.640816,48.837095
17570,40,97.609147,48.826805
17580,39,97.575159,48.813958
17590,42,97.543772,48.787140
17600,36,97.511164,48.770823
17610,38,97.476823,48.748100
17620,44,97.445801,48.725666
17630,37,97.414634,48.714225
17640,39,97.381791,48.688135
17650,33,97.347022,48.673511
17660,26,97.308895,48.664092
17670,21,97.265729,48.646630
17680,9,97.216673,48.626214
17690,12,97.167151,48.598685
17700,8,97.116965,48.574949
17710,5,97.066104,48.544016
17720,4,97.014203,48.523532
17730,4,96.961314,48.502542
17740,2,96.908344,48.477400
17750,2,96.854721,48.457390
17760,5,96.802330,48.431162
17770,0,96.749733,48.410282
17780,7,96.699310,48.380948
17790,15,96.649978,48.345371
17800,16,96.603278,48.324715
17810,23,96.559081,48.297167
17820,22,96.519000,48.275755
17830,15,96.476345,48.258472
17840,13,96.430665,48.245080
17850,12,96.383286,48.230822
17860,11,96.335301,48.213543
17870,21,96.288626,48.178014
17880,22,96.249153,48.156896
17890,15,96.205021,48.144223
17900,18,96.160543,48.127324
17910,21,96.117739,48.101842
17920,38,96.082454,48.076104
17930,33,96.047600,48.065351
17940,41,96.013787,48.044386
17950,39,95.982753,48.026159
17960,40,95.952305,48.014917
17970,37,95.920241,48.005535
17980,40,95.887644,47.989196
17990,33,95.854141,47.979077
18000,32,95.819002,47.962793
18010,42,95.786686,47.943923
18020,44,95.757944,47.929508
18030,39,95.726825,47.915234
18040,39,95.696364,47.906605
18050,33,95.663850,47.892952
18060,38,95.631282,47.879268
18070,38,95.599192,47.864493
18080,37,95.567672,47.855302
18090,41,95.536196,47.832880
18100,34,95.504551,47.817000
18110,44,95.472749,47.791793
18120,45,95.444388,47.777565
18130,39,95.414424,47.759898
18140,31,95.381093,47.745820
18150,25,95.342675,47.731824
18160,38,95.307267,47.706173
18170,31,95.274174,47.693521
18180,34,95.240269,47.672580
18190,31,95.205048,47.656232
18200,30,95.169439,47.642309
18210,28,95.133704,47.630936
18220,28,95.097656,47.607619
18230,29,95.061900,47.588380
18240,26,95.023077,47.575442
18250,26,94.986084,47.560800
18260,31,94.948620,47.538093
18270,26,94.911819,47.524843
18280,23,94.871157,47.507047
18290,30,94.833063,47.484032
18300,30,94.796972,47.469820
18310,29,94.762059,47.454894
18320,29,94.727358,47.443961
18330,21,94.690124,47.425268
18340,22,94.649549,47.404903
18350,18,94.607685,47.387772
18360,26,94.566712,47.365911
18370,20,94.525511,47.349102
18380,24,94.485948,47.331818
18390,11,94.443333,47.320734
18400,13,94.400178,47.297769
18410,16,94.356989,47.278650
18420,15,94.314385,47.259820
18430,15,94.272046,47.238548
18440,21,94.229980,47.213565
18450,20,94.190627,47.196357
18460,9,94.147783,47.182519
18470,17,94.103845,47.151484
18480,17,94.061095,47.124899
18490,18,94.018729,47.103623
18500,15,93.977400,47.090518
18510,15,93.934108,47.068769
18520,25,93.893981,47.039698
18530,26,93.857330,47.022558
18540,15,93.819206,47.011029
18550,14,93.776381,46.989515
18560,7,93.732395,46.973761
18570,1,93.683839,46.959508
18580,5,93.634927,46.928597
18590,8,93.586880,46.908251
18600,3,93.539969,46.888466
18610,24,93.498678,46.844992
18620,28,93.460133,46.823109
18630,14,93.421990,46.811503
18640,16,93.379280,46.786275
18650,12,93.336895,46.768756
18660,10,93.296059,46.744475
18670,12,93.252301,46.714977
18680,4,93.205784,46.690374
18690,7,93.157435,46.668609
18700,11,93.111081,46.641591
18710,15,93.068944,46.620437
18720,17,93.026898,46.603070
18730,26,92.988298,46.579947
18740,20,92.950227,46.568300
18750,21,92.911271,46.548733
18760,17,92.871872,46.528944
18770,18,92.833261,46.515758
18780,17,92.793039,46.499274
18790,13,92.751540,46.483382
18800,9,92.708318,46.464140
18810,7,92.662025,46.444593
18820,0,92.614590,46.428176
18830,5,92.567071,46.404290
18840,4,92.521631,46.380213
18850,7,92.474903,46.356725
18860,6,92.428787,46.339702
18870,10,92.384455,46.318640
18880,15,92.340478,46.297754
18890,20,92.300392,46.268991
18900,17,92.260511,46.246484
18910,16,92.220798,46.224065
18920,14,92.179960,46.197416
18930,14,92.139469,46.172177
18940,15,92.098596,46.150419
18950,18,92.058505,46.130277
18960,13,92.019645,46.115626
18970,18,91.978856,46.082954
18980,23,91.941653,46.063050
18990,19,91.905648,46.048607
19000,13,91.864675,46.031669
19010,18,91.824227,46.005286
19020,17,91.785458,45.984601
19030,26,91.747640,45.963186
19040,34,91.715110,45.940799
19050,42,91.686531,45.921609
19060,43,91.660673,45.907411
19070,37,91.633789,45.898727
19080,30,91.603053,45.886903
19090,31,91.571114,45.864841
19100,31,91.538735,45.844976
19110,42,91.512241,45.822060
19120,47,91.486892,45.808133
19130,46,91.462379,45.794627
19140,45,91.438439,45.782607
19150,42,91.412000,45.766943
19160,27,91.380664,45.759592
19170,32,91.348395,45.738618
19180,34,91.316533,45.722631
19190,28,91.284599,45.706608
19200,8,91.245502,45.701300
19210,12,91.203581,45.682645
19220,25,91.164896,45.654897
19230,36,91.133711,45.635677
19240,31,91.105698,45.621613
19250,36,91.076003,45.601963
19260,38,91.048372,45.589280
19270,43,91.020904,45.575492
19280,40,90.994688,45.574168
19290,51,90.972267,45.560533
19300,59,90.954774,45.555280
19310,56,90.939215,45.543903
19320,52,90.921204,45.536024
19330,61,90.904795,45.524228
19340,52,90.887773,45.521560
19350,67,90.872218,45.504306
19360,77,90.862734,45.494815
19370,84,90.857105,45.494316
19380,75,90.851166,45.500713
19390,83,90.844836,45.491629
19400,85,90.842183,45.492613
19410,80,90.837468,45.494910
19420,88,90.833315,45.488099
19430,81,90.830259,45.494739
19440,84,90.826002,45.497255
19450,82,90.822703,45.499075
19460,78,90.817017,45.498524
19470,79,90.810257,45.502116
19480,70,90.802844,45.501862
19490,83,90.795181,45.489784
19500,81,90.789833,45.490563
19510,86,90.787605,45.488230
19520,96,90.787045,45.483231
19530,105,90.792066,45.484533
19540,109,90.800014,45.484971
19550,114,90.810428,45.485483
19560,116,90.823071,45.496434
19570,108,90.834227,45.515960
19580,106,90.841503,45.526546
19590,112,90.850108,45.533134
19600,109,90.861510,45.544616
19610,109,90.870693,45.549162
19620,117,90.880610,45.548256
19630,113,90.892335,45.556404
19640,109,90.903598,45.568970
19650,115,90.913899,45.563613
19660,114,90.926721,45.574631
19670,109,90.938014,45.587205
19680,104,90.945524,45.599040
19690,103,90.951844,45.606790
19700,101,90.956671,45.612626
19710,105,90.964170,45.611677
19720,93,90.967980,45.623962
19730,87,90.966155,45.626455
19740,94,90.967322,45.618854
19750,87,90.966461,45.624146
19760,94,90.967566,45.613051
19770,90,90.967954,45.621279
19780,78,90.964166,45.629722
19790,77,90.956266,45.626841
19800,70,90.948902,45.624228
19810,73,90.938675,45.627109
19820,76,90.931369,45.624518
19830,77,90.925116,45.625919
19840,80,90.918024,45.622277
19850,85,90.913443,45.618743
19860,89,90.913348,45.616308
19870,90,90.913258,45.615031
19880,88,90.912230,45.623647
19890,85,90.909185,45.624336
19900,66,90.901962,45.637890
19910,78,90.892914,45.621749
19920,71,90.885328,45.617853
19930,56,90.871902,45.622516
19940,56,90.855971,45.614424
19950,59,90.840665,45.608941
19960,35,90.817778,45.606533
19970,29,90.788587,45.598654
19980,26,90.756864,45.583764
19990,31,90.724955,45.566489
20000,24,90.692854,45.550265
20010,20,90.657635,45.534759
20020,17,90.621339,45.517567
20030,13,90.584580,45.500141
20040,10,90.545010,45.483582
20050,15,90.507626,45.456725
20060,13,90.469405,45.441978
20070,18,90.432297,45.420961
20080,15,90.396144,45.401565
20090,19,90.360053,45.382202
20100,22,90.326287,45.367409
20110,18,90.292154,45.355828
20120,19,90.258451,45.341057
20130,14,90.222005,45.330562
20140,21,90.185281,45.309740
20150,25,90.152386,45.290847
20160,30,90.120405,45.271289
20170,31,90.090983,45.256404
20180,31,90.061972,45.249610
20190,33,90.034319,45.227729
20200,32,90.004825,45.211684
20210,29,89.975369,45.197907
20220,29,89.945816,45.180713
20230,36,89.916864,45.162702
20240,44,89.893394,45.142971
20250,45,89.870842,45.127072
20260,33,89.844894,45.116184
20270,34,89.818268,45.103835
20280,45,89.793581,45.085759
20290,59,89.774280,45.068168
20300,56,89.759037,45.063770
20310,60,89.743688,45.053745
20320,56,89.726573,45.040612
20330,56,89.710205,45.041205
20340,61,89.695066,45.027955
20350,69,89.683939,45.018948
20360,76,89.675236,45.008944
20370,80,89.668959,44.999057
20380,80,89.665279,44.996021
20390,75,89.658438,44.998045
20400,76,89.651963,44.989178
20410,73,89.644615,44.987622
20420,63,89.633847,44.987665
20430,60,89.619845,44.977239
20440,34,89.598734,44.975396
20450,38,89.571655,44.959510
20460,43,89.547980,44.948644
20470,46,89.526728,44.941197
20480,50,89.506630,44.929919
20490,41,89.485457,44.920305
20500,36,89.461282,44.909183
20510,31,89.434088,44.899840
20520,32,89.405936,44.884518
20530,24,89.376078,44.877122
20540,28,89.346354,44.859911
20550,36,89.317583,44.834420
20560,42,89.293809,44.820212
20570,47,89.271333,44.805566
20580,42,89.250897,44.800689
20590,36,89.226543,44.791655
20600,39,89.201014,44.773297
20610,39,89.175326,44.764680
20620,46,89.150848,44.750127
20630,42,89.129684,44.741596
20640,39,89.105927,44.727409
20650,45,89.084688,44.714489
20660,49,89.062987,44.700255
20670,53,89.046060,44.689508
20680,51,89.028291,44.682678
20690,51,89.010419,44.669292
20700,45,88.989547,44.665235
20710,49,88.969351,44.652851
20720,37,88.947783,44.645189
20730,30,88.922325,44.637733
20740,28,88.893165,44.626250
20750,24,88.862745,44.616288
20760,23,88.831919,44.605036
20770,26,88.800780,44.594700
20780,28,88.769851,44.585539
20790,28,88.740047,44.570473
20800,26,88.710064,44.558545
20810,24,88.679219,44.544028
20820,16,88.646260,44.531672
20830,9,88.609337,44.511950
20840,4,88.568621,44.489252
20850,7,88.530241,44.468802
20860,17,88.492324,44.446448
20870,14,88.458249,44.430306
20880,21,88.426018,44.407611
20890,17,88.393413,44.389009
20900,19,88.360813,44.372546
20910,11,88.325426,44.361076
20920,14,88.289827,44.348424
20930,10,88.254026,44.336728
20940,3,88.215904,44.325983
20950,2,88.174378,44.312453
20960,6,88.134105,44.289982
20970,9,88.095040,44.264940
20980,3,88.055718,44.250377
20990,15,88.019081,44.228682
21000,11,87.983762,44.216120
21010,18,87.948028,44.194883
21020,26,87.916970,44.170723
21030,10,87.883469,44.161176
21040,25,87.850687,44.138273
21050,28,87.822044,44.125887
21060,36,87.795217,44.104940
21070,34,87.769664,44.095158
21080,26,87.741415,44.087170
21090,28,87.713165,44.073922
21100,27,87.684849,44.055394
21110,37,87.657103,44.039256
21120,39,87.634279,44.023500
21130,31,87.609156,44.012874
21140,30,87.582332,44.003482
21150,32,87.556579,43.993577
21160,17,87.526679,43.987852
21170,12,87.493358,43.973087
21180,5,87.456771,43.962938
21190,0,87.417074,43.950169
21200,4,87.378322,43.929530
21210,10,87.340202,43.909210
21220,12,87.302790,43.890289
21230,0,87.265078,43.880569
21240,6,87.224845,43.859182
21250,5,87.186554,43.838774
21260,3,87.147135,43.826093
21270,3,87.108499,43.804473
21280,2,87.068718,43.787454
21290,5,87.029229,43.764374
21300,0,86.988949,43.752264
21310,7,86.951538,43.733326
21320,6,86.913978,43.714313
21330,1,86.874529,43.696411
21340,3,86.834350,43.678138
21350,11,86.796349,43.651702
21360,4,86.758055,43.639516
21370,11,86.718665,43.617527
21380,14,86.682967,43.601502
21390,16,86.650606,43.585102
21400,10,86.615480,43.571408
21410,25,86.584915,43.549769
21420,29,86.559105,43.529512
21430,34,86.532707,43.517140
21440,30,86.508076,43.505657
21450,26,86.481465,43.498275
21460,25,86.453094,43.482865
21470,25,86.424239,43.468232
21480,22,86.394603,43.454223
21490,27,86.365517,43.438457
21500,30,86.337758,43.419297
21510,31,86.310954,43.402656
21520,38,86.286229,43.388080
21530,21,86.259310,43.383549
21540,19,86.227956,43.364623
21550,24,86.197709,43.347271
21560,30,86.171102,43.330743
21570,21,86.142307,43.326250
21580,36,86.116448,43.304042
21590,35,86.093731,43.293512
21600,45,86.072611,43.276732
21610,48,86.053456,43.267995
21620,40,86.033160,43.264722
21630,40,86.011725,43.256844
21640,42,85.991948,43.248792
21650,47,85.972505,43.236887
21660,50,85.954931,43.220907
21670,48,85.936931,43.216757
21680,48,85.918162,43.204197
21690,42,85.898959,43.201438
21700,47,85.879636,43.194607
21710,46,85.861959,43.188599
21720,43,85.844112,43.178503
21730,36,85.822593,43.175556
21740,45,85.800477,43.157316
21750,43,85.780508,43.151145
21760,35,85.759647,43.145517
21770,32,85.735429,43.141187
21780,40,85.713207,43.122904
21790,41,85.693665,43.110959
21800,50,85.674715,43.100309
21810,44,85.656778,43.094146
21820,42,85.636591,43.080887
21830,52,85.618189,43.065555
21840,50,85.602779,43.062644
21850,42,85.585748,43.053957
21860,44,85.565351,43.038623
21870,53,85.548592,43.024139
21880,62,85.535533,43.014491
21890,59,85.523279,43.010191
21900,61,85.512289,42.997638
21910,68,85.502241,42.991488
21920,66,85.493692,42.988065
21930,63,85.483677,42.983905
21940,64,85.472856,42.972444
21950,60,85.461571,42.968630
21960,65,85.450840,42.962142
21970,66,85.441320,42.957248
21980,68,85.433960,42.949509
21990,74,85.426466,42.940727
22000,79,85.422195,42.937495
22010,71,85.417820,42.941077
22020,76,85.413882,42.935070
22030,69,85.407498,42.940575
22040,66,85.400120,42.932840
22050,66,85.391160,42.931166
22060,62,85.380899,42.926878
22070,59,85.370001,42.922269
22080,49,85.356524,42.920272
22090,54,85.342130,42.913900
22100,48,85.326616,42.911847
22110,61,85.310771,42.895960
22120,71,85.301302,42.886215
22130,67,85.294520,42.884647
22140,71,85.287351,42.881908
22150,84,85.283515,42.875978
22160,75,85.280487,42.880187
22170,89,85.279137,42.875509
22180,87,85.280850,42.878207
22190,82,85.281165,42.883116
22200,96,85.282451,42.876855
22210,96,85.286470,42.885564
22220,92,85.289261,42.892682
22230,83,85.290528,42.899030
22240,100,85.294580,42.886405
22250,99,85.300765,42.889407
22260,103,85.307573,42.886909
22270,95,85.313851,42.896739
22280,103,85.319022,42.893423
22290,95,85.323527,42.893647
22300,94,85.328063,42.899691
22310,89,85.330584,42.903753
22320,95,85.334450,42.904623
22330,96,85.339578,42.901299
22340,94,85.345620,42.898440
22350,105,85.350532,42.895984
22360,101,85.358381,42.900793
22370,104,85.365346,42.906122
22380,108,85.375329,42.908149
22390,89,85.380692,42.921343
22400,94,85.384911,42.920471
22410,89,85.387481,42.923586
22420,90,85.388933,42.923250
22430,86,85.391056,42.926139
22440,81,85.390868,42.924979
22450,88,85.390761,42.920018
22460,90,85.390739,42.920866
22470,91,85.392272,42.921536
22480,84,85.393699,42.924072
22490,82,85.392718,42.926356
22500,79,85.389846,42.923850
22510,79,85.386370,42.929670
22520,76,85.382417,42.927577
22530,77,85.378085,42.928167
22540,81,85.374834,42.923554
22550,79,85.373389,42.921765
22560,89,85.373023,42.917650
22570,93,85.375183,42.915766
22580,91,85.377479,42.915863
22590,93,85.379371,42.916713
22600,89,85.381533,42.916744
22610,100,85.386159,42.915153
22620,101,85.392089,42.921849
22630,102,85.399040,42.919523
22640,110,85.407215,42.916865
22650,105,85.417569,42.929592
22660,100,85.425062,42.938974
22670,102,85.432986,42.940953
22680,109,85.441449,42.947011
22690,102,85.450483,42.953354
22700,99,85.456888,42.957424
22710,100,85.461606,42.959694
22720,105,85.469636,42.960778
22730,119,85.481411,42.958047
22740,115,85.497078,42.971522
22750,113,85.511340,42.979542
22760,117,85.521815,42.983758
22770,121,85.537092,42.988492
22780,117,85.551011,42.998235
22790,123,85.565484,42.998774
22800,121,85.583327,43.005749
22810,126,85.600335,43.016096
22820,124,85.616532,43.026984
22830,116,85.630661,43.042515
22840,112,85.643114,43.051517
22850,108,85.652913,43.053500
22860,105,85.659809,43.059707
22870,109,85.669677,43.061727
22880,115,85.681011,43.068270
22890,121,85.693942,43.071833
22900,125,85.710041,43.076989
22910,127,85.727996,43.085916
22920,133,85.747422,43.092747
22930,131,85.767372,43.099843
22940,124,85.785371,43.112571
22950,112,85.800127,43.123668
22960,110,85.812419,43.128804
22970,105,85.822800,43.138643
22980,111,85.832410,43.139600
22990,105,85.841469,43.146885
23000,102,85.848717,43.152315
23010,101,85.855061,43.160119
23020,95,85.860420,43.163654
23030,90,85.862990,43.167671
23040,88,85.863944,43.168047
23050,84,85.863057,43.171265
23060,86,85.863273,43.170328
23070,91,85.865025,43.170164
23080,94,85.868401,43.170817
23090,91,85.870360,43.173579
23100,89,85.872187,43.175333
23110,85,85.871787,43.175028
23120,87,85.870993,43.171708
23130,83,85.871483,43.173729
23140,86,85.871210,43.168799
23150,76,85.869569,43.170685
23160,68,85.862507,43.166095
23170,75,85.856468,43.161084
23180,69,85.851043,43.166681
23190,63,85.842305,43.167799
23200,75,85.835138,43.158475
23210,68,85.829341,43.161066
23220,73,85.822681,43.147331
23230,86,85.818696,43.137757
23240,78,85.816548,43.136579
23250,75,85.812757,43.137372
23260,58,85.804911,43.135193
23270,49,85.790704,43.127019
23280,43,85.773896,43.123125
23290,52,85.756152,43.110380
23300,45,85.738768,43.108051
23310,41,85.720037,43.101319
23320,41,85.702779,43.092538
23330,45,85.685059,43.077953
23340,37,85.666458,43.074995
23350,33,85.644009,43.069168
23360,31,85.621867,43.053292
23370,20,85.595620,43.041843
23380,31,85.569906,43.022330
23390,27,85.546446,43.015056
23400,16,85.518279,43.004485
23410,19,85.488763,42.990461
23420,19,85.460014,42.974975
23430,17,85.431208,42.957619
23440,20,85.403711,42.942767
23450,12,85.372558,42.928841
23460,26,85.343554,42.904956
23470,25,85.318891,42.892457
23480,27,85.292942,42.878394
23490,19,85.266085,42.869381
23500,21,85.238979,42.850151
23510,10,85.208483,42.834722
23520,11,85.175503,42.818959
23530,21,85.145688,42.801129
23540,16,85.116395,42.789047
23550,22,85.088694,42.769545
23560,28,85.063441,42.748548
23570,26,85.037830,42.732851
23580,26,85.012715,42.723781
23590,22,84.986059,42.712113
23600,16,84.956464,42.703511
23610,19,84.928960,42.687773
23620,23,84.902719,42.670856
23630,35,84.879074,42.655250
23640,33,84.858555,42.643940
23650,26,84.836313,42.639920
23660,30,84.813243,42.624609
23670,46,84.793839,42.605718
23680,54,84.778845,42.597192
23690,56,84.766924,42.589307
23700,48,84.752549,42.591930
23710,44,84.736690,42.587479
23720,48,84.720145,42.576365
23730,48,84.705960,42.567342
23740,56,84.692291,42.558580
23750,66,84.682696,42.546467
23760,61,84.672766,42.544090
23770,66,84.663337,42.539264
23780,65,84.653377,42.527882
23790,60,84.644426,42.524198
23800,62,84.633416,42.514095
23810,51,84.621540,42.516119
23820,55,84.608003,42.509231
23830,53,84.595214,42.503615
23840,50,84.579759,42.503825
23850,46,84.564247,42.495939
23860,47,84.548882,42.485444
23870,54,84.535703,42.474262
23880,44,84.521384,42.471448
23890,38,84.503157,42.463094
23900,45,84.485982,42.449912
23910,49,84.469376,42.439698
23920,46,84.452792,42.429497
23930,36,84.434478,42.424664
23940,33,84.414389,42.415373
23950,34,84.393387,42.405623
23960,37,84.372483,42.394143
23970,40,84.354314,42.380484
23980,27,84.333136,42.372422
23990,29,84.310596,42.362785
24000,26,84.288922,42.353582
24010,23,84.264751,42.340463
24020,9,84.236288,42.334044
24030,16,84.205582,42.315867
24040,15,84.176836,42.301332
24050,16,84.148633,42.290605
24060,21,84.121092,42.275791
24070,16,84.092757,42.262343
24080,17,84.063635,42.244091
24090,18,84.036449,42.231222
24100,17,84.009343,42.218391
24110,15,83.981688,42.207044
24120,15,83.954088,42.190445
24130,17,83.924516,42.173738
24140,15,83.896952,42.158922
24150,20,83.871316,42.144198
24160,22,83.845088,42.130056
24170,13,83.817253,42.123864
24180,21,83.791069,42.107115
24190,17,83.762865,42.090231
24200,21,83.737082,42.076314
24210,22,83.712874,42.059700
24220,24,83.688422,42.049947
24230,21,83.663278,42.035484
24240,24,83.639111,42.017161
24250,24,83.614487,42.006450
24260,29,83.591034,41.990237
24270,30,83.568272,41.981329
24280,31,83.546841,41.969613
24290,32,83.525712,41.962389
24300,34,83.505462,41.949532
24310,31,83.483363,41.938348
24320,37,83.463562,41.928320
24330,41,83.445056,41.917212
24340,40,83.429330,41.905772
24350,42,83.411111,41.894813
24360,47,83.395554,41.889513
24370,38,83.379292,41.881265
24380,39,83.360265,41.865591
24390,41,83.342821,41.856754
24400,45,83.326133,41.846574
24410,49,83.311924,41.835059
24420,46,83.297861,41.833085
24430,36,83.280432,41.828556
24440,42,83.263425,41.819077
24450,52,83.248091,41.803570
24460,61,83.237061,41.791952
24470,66,83.229201,41.789649
24480,76,83.223867,41.785185
24490,74,83.219953,41.782292
24500,75,83.216456,41.782178
24510,76,83.213893,41.782532
24520,84,83.211597,41.775319
24530,76,83.209825,41.776925
24540,72,83.205286,41.776285
24550,80,83.201943,41.771119
24560,84,83.200849,41.769646
24570,81,83.201435,41.772432
24580,84,83.201036,41.770455
24590,80,83.199853,41.769792
24600,99,83.201606,41.762079
24610,109,83.210952,41.764149
24620,100,83.219260,41.771660
24630,104,83.228217,41.770983
24640,99,83.237323,41.778893
24650,91,83.241636,41.783545
24660,99,83.246918,41.782728
24670,94,83.253485,41.790210
24680,98,83.259507,41.790617
24690,89,83.263601,41.791757
24700,84,83.265822,41.797053
24710,83,83.267455,41.798656
24720,84,83.268054,41.803133
24730,88,83.269872,41.805675
24740,86,83.269875,41.803911
24750,87,83.270395,41.798168
24760,79,83.271001,41.796712
24770,74,83.269144,41.799102
24780,72,83.265172,41.795348
24790,67,83.259438,41.793251
24800,65,83.252400,41.790498
24810,64,83.245051,41.788433
24820,55,83.236610,41.789199
24830,59,83.226101,41.784700
24840,59,83.215407,41.779261
24850,59,83.205284,41.778330
24860,56,83.194596,41.772048
24870,62,83.185415,41.762309
24880,58,83.175526,41.755591
24890,57,83.165740,41.748085
24900,56,83.155893,41.741392
24910,62,83.145839,41.737961
24920,39,83.131909,41.734265
24930,36,83.112762,41.728786
24940,34,83.093316,41.721473
24950,41,83.074069,41.710060
24960,32,83.055355,41.708985
24970,44,83.037462,41.691541
24980,42,83.021092,41.685766
24990,51,83.006358,41.675786
25000,54,82.995118,41.672584
25010,55,82.984208,41.668709
25020,54,82.972739,41.668732
25030,61,82.962532,41.658519
25040,70,82.955650,41.651651
25050,69,82.949872,41.646176
25060,76,82.945253,41.644623
25070,77,82.943318,41.637745
25080,71,82.939533,41.629946
25090,68,82.934540,41.630707
25100,79,82.930292,41.624347
25110,87,82.930257,41.616779
25120,85,82.931434,41.618972
25130,82,82.931382,41.620546
25140,81,82.929719,41.619650
25150,87,82.930423,41.620772
25160,85,82.931021,41.618520
25170,73,82.929526,41.621028
25180,81,82.927828,41.615966
25190,78,82.925545,41.615589
25200,76,82.923421,41.611976
25210,73,82.919987,41.618477
25220,74,82.915415,41.613635
25230,78,82.913141,41.609121
25240,73,82.909894,41.607431
25250,76,82.907240,41.605211
25260,72,82.903537,41.607426
25270,74,82.900870,41.601894
25280,84,82.899842,41.596364
25290,95,82.903557,41.594869
25300,77,82.904539,41.605205
25310,78,82.901992,41.604692
25320,75,82.900914,41.602441
25330,70,82.896755,41.599469
25340,67,82.890834,41.602205
25350,72,82.885391,41.595294
25360,72,82.881028,41.592221
25370,67,82.875138,41.587560
25380,70,82.870954,41.587868
25390,72,82.866185,41.583770
25400,64,82.860879,41.582691
25410,56,82.851839,41.583022
25420,59,82.840619,41.574045
25430,58,82.831206,41.568440
25440,54,82.820685,41.565560
25450,62,82.809943,41.554371
25460,71,82.804848,41.548480
25470,71,82.801485,41.546735
25480,71,82.797691,41.546410
25490,75,82.793517,41.545075
25500,74,82.789256,41.546149
25510,75,82.785727,41.541867
25520,80,82.784537,41.535494
25530,90,82.785478,41.530197
25540,89,82.788868,41.535107
25550,96,82.791768,41.535691
25560,85,82.795120,41.540579
25570,85,82.796317,41.544384
25580,93,82.799009,41.544048
25590,91,82.802974,41.545981
25600,82,82.803576,41.553556
25610,86,82.803901,41.551217
25620,92,82.806934,41.551053
25630,95,82.812305,41.550436
25640,90,82.815527,41.552809
25650,82,82.816268,41.552312
25660,73,82.814894,41.554816
25670,66,82.809009,41.555867
25680,69,82.804135,41.549302
25690,74,82.799995,41.543922
25700,87,82.798477,41.534995
25710,80,82.799086,41.538490
25720,80,82.798591,41.534946
25730,79,82.797207,41.533390
25740,83,82.795825,41.532644
25750,92,82.797387,41.526094
25760,98,82.801625,41.524936
25770,104,82.809546,41.525627
25780,119,82.821183,41.525762
25790,131,82.836704,41.527847
25800,134,82.854657,41.535998
25810,136,82.875070,41.542962
25820,145,82.896675,41.549718
25830,135,82.919057,41.563316
25840,144,82.941475,41.568868
25850,137,82.964474,41.581163
25860,143,82.985682,41.587724
25870,149,83.009360,41.601971
25880,144,83.034717,41.613836
25890,151,83.060149,41.624127
25900,149,83.086324,41.640430
25910,156,83.111901,41.649988
25920,164,83.143214,41.662422
25930,160,83.174093,41.681082
25940,163,83.205293,41.695876
25950,172,83.237186,41.706989
25960,159,83.268230,41.725731
25970,160,83.298137,41.739072
25980,161,83.328779,41.754391
25990,154,83.357231,41.770224
26000,139,83.381265,41.783843
26010,137,83.401752,41.794879
26020,135,83.421739,41.804858
26030,122,83.439581,41.818593
26040,126,83.455741,41.826654
26050,122,83.471778,41.837069
26060,125,83.487773,41.845851
26070,115,83.501902,41.853699
26080,107,83.512927,41.860795
26090,102,83.521999,41.866106
26100,93,83.527775,41.872177
26110,90,83.531076,41.879419
26120,89,83.533159,41.879616
26130,90,83.534462,41.879422
26140,96,83.538120,41.878804
26150,91,83.542731,41.880270
26160,90,83.545585,41.880054
26170,84,83.547759,41.882708
26180,79,83.546558,41.888480
26190,86,83.546604,41.884450
26200,92,83.548603,41.883807
26210,92,83.552346,41.892051
26220,90,83.555015,41.889340
26230,83,83.556865,41.892627
26240,81,83.555523,41.894312
26250,80,83.553870,41.894239
26260,89,83.553804,41.891761
26270,94,83.555609,41.891823
26280,91,83.558928,41.895042
26290,82,83.558617,41.895641
26300,82,83.559536,41.896856
26310,83,83.558353,41.898614
26320,82,83.558651,41.901911
26330,91,83.558894,41.897198
26340,103,83.563281,41.896961
26350,101,83.570591,41.899785
26360,93,83.576313,41.907392
26370,88,83.577816,41.909694
26380,91,83.579823,41.912248
26390,92,83.582483,41.911146
26400,93,83.585515,41.910233
26410,94,83.587797,41.910537
26420,113,83.595567,41.906436
26430,110,83.607332,41.910702
26440,124,83.620046,41.916240
26450,133,83.636469,41.919666
26460,132,83.654002,41.927621
26470,134,83.672362,41.935197
26480,135,83.691699,41.945645
26490,128,83.709711,41.959398
26500,141,83.729352,41.963647
26510,142,83.750684,41.974300
26520,136,83.769847,41.983867
26530,134,83.789741,41.995387
26540,129,83.807814,42.005994
26550,121,83.823039,42.017553
26560,115,83.834989,42.026675
26570,119,83.846466,42.029216
26580,126,83.860127,42.032060
26590,123,83.876757,42.044320
26600,130,83.893092,42.044544
26610,131,83.909439,42.048740
26620,115,83.925565,42.056786
26630,124,83.938534,42.060084
26640,121,83.954255,42.067927
26650,118,83.967211,42.077550
26660,103,83.977694,42.089097
26670,109,83.986739,42.090428
26680,105,83.995216,42.098594
26690,99,84.002644,42.106233
26700,84,84.005072,42.114526
26710,91,84.007191,42.113965
26720,91,84.009262,42.116542
26730,78,84.010759,42.123571
26740,75,84.008391,42.122340
26750,69,84.003853,42.116862
26760,80,84.000088,42.109409
26770,80,83.998943,42.105640
26780,78,83.998422,42.104551
26790,73,83.994722,42.106596
26800,75,83.990377,42.102015
26810,80,83.988094,42.101617
26820,74,83.985664,42.101146
