Tempo(s),E[N],E[W],ErroLittle
23820,83.194160,42.958276,-3.437781
23830,83.191241,40.908672,0.686214
23840,83.188567,41.683973,-0.886497
23850,83.184363,41.094960,0.307465
23860,83.176042,40.702989,1.091799
23870,83.167277,41.076836,0.332503
23880,83.158730,41.621667,-0.789251
23890,83.153006,40.387901,1.692558
23900,83.148475,42.288797,-2.158600
23910,83.147087,41.776115,-1.131070
23920,83.144794,39.840743,2.778018
23930,83.140733,39.972256,2.513569
23940,83.132359,43.495603,-4.601610
23950,83.122057,39.895911,2.655094
23960,83.111678,42.336261,-2.276654
23970,83.102120,40.083081,2.267713
23980,83.090752,40.913961,0.577003
23990,83.077317,40.623520,1.162530
24000,83.061866,40.510876,1.370665
24010,83.045807,40.070713,2.252213
24020,83.025764,39.268967,3.858501
24030,83.002671,41.502740,-0.666746
24040,82.979477,42.556260,-2.818806
24050,82.958535,40.772333,0.755164
24060,82.935613,41.862337,-1.462820
24070,82.914828,41.696101,-1.150956
24080,82.888204,40.607475,1.024029
24090,82.864231,40.836227,0.532454
24100,82.837888,39.450067,3.305461
24110,82.808821,40.026935,2.118829
24120,82.779983,41.576671,-1.027858
24130,82.749495,40.068616,1.981278
24140,82.719210,41.431849,-0.808582
24150,82.687387,40.746684,0.541478
24160,82.654239,40.461829,1.083073
24170,82.621501,41.273844,-0.577863
24180,82.586595,40.314234,1.321700
24190,82.555695,40.563760,0.784402
24200,82.521693,40.379213,1.136449
24210,82.488219,40.645280,0.575220
24220,82.453927,42.772363,-3.735985
24230,82.421369,40.242258,1.331363
24240,82.385707,42.313361,-2.859145
24250,82.357091,41.037169,-0.322914
24260,82.325294,41.317716,-0.916139
24270,82.294289,41.802901,-1.932527
24280,82.264567,41.761814,-1.884405
24290,82.235255,38.486584,4.691128
24300,82.205248,40.089965,1.436586
24310,82.170872,38.504835,4.604302
24320,82.138994,43.871773,-6.239274
24330,82.109827,42.194186,-2.886920
24340,82.078775,39.934270,1.633224
24350,82.048168,40.489742,0.485468
24360,82.016365,40.881700,-0.337453
24370,81.984862,40.845278,-0.290581
24380,81.955650,40.613589,0.140635
24390,81.931046,39.802551,1.733760
24400,81.909368,40.539850,0.223540
24410,81.888277,41.478490,-1.694768
24420,81.871683,41.002128,-0.755314
24430,81.850977,40.070824,1.110190
24440,81.829328,40.458911,0.304093
24450,81.804316,39.419939,2.376842
24460,81.777282,40.949342,-0.729844
24470,81.747328,39.655487,1.845439
24480,81.716421,41.028072,-0.941005
24490,81.683510,40.019492,1.070409
24500,81.652630,40.165413,0.733414
24510,81.618631,41.238158,-1.461291
24520,81.588116,40.747837,-0.507325
24530,81.556605,40.678615,-0.402135
24540,81.524448,40.030389,0.880001
24550,81.492293,40.214670,0.476696
24560,81.462551,40.153900,0.562907
24570,81.433893,41.074313,-1.312655
24580,81.405736,41.318077,-1.830706
24590,81.375279,41.128126,-1.470681
24600,81.347766,39.415708,1.940157
24610,81.321545,39.422627,1.896025
24620,81.297126,41.334131,-1.978192
24630,81.269798,39.251500,2.198279
24640,81.241271,41.206983,-1.767008
24650,81.215707,39.979064,0.671500
24660,81.192988,41.073882,-1.554255
24670,81.170214,40.683819,-0.791914
24680,81.152101,39.666332,1.226386
24690,81.134907,41.131996,-1.736249
24700,81.116738,40.790170,-1.069479
24710,81.097345,39.507177,1.501269
24720,81.080434,39.515442,1.461740
24730,81.067630,39.928299,0.615786
24740,81.053604,40.410443,-0.353651
24750,81.037577,40.900607,-1.348639
24760,81.024720,40.347161,-0.257494
24770,81.014600,40.494607,-0.571052
24780,81.005845,41.982945,-3.577157
24790,80.998034,39.775593,0.859086
24800,80.991862,40.584283,-0.776804
24810,80.987491,39.470756,1.462922
24820,80.979692,38.757540,2.902124
24830,80.970603,39.785811,0.814550
24840,80.960359,40.510286,-0.655370
24850,80.948925,39.571760,1.228116
24860,80.938553,40.884106,-1.421305
24870,80.927389,40.018679,0.313994
24880,80.914460,41.518292,-2.728171
24890,80.904067,41.629874,-2.974308
24900,80.893882,40.260978,-0.221298
24910,80.884310,41.355640,-2.441757
24920,80.876526,38.993411,2.318866
24930,80.866803,39.190545,1.918784
24940,80.853884,40.873094,-1.488031
24950,80.841548,40.708751,-1.184105
24960,80.830213,40.491827,-0.772978
24970,80.823623,40.429589,-0.663645
24980,80.816974,39.243128,1.726688
24990,80.809135,38.680738,2.858964
25000,80.800405,40.312393,-0.436436
25010,80.791245,39.940778,0.298383
25020,80.778960,41.185296,-2.219310
25030,80.769576,40.751800,-1.358943
25040,80.759861,41.612420,-3.105915
25050,80.751689,39.389146,1.357076
25060,80.743695,39.699668,0.708094
25070,80.736878,38.582509,2.953742
25080,80.730204,39.032496,2.030509
25090,80.726232,40.516987,-0.973703
25100,80.722586,39.902526,0.256495
25110,80.718829,39.706894,0.662076
25120,80.712118,39.683091,0.708014
25130,80.704524,40.011156,0.043778
25140,80.695827,39.616116,0.825954
25150,80.686848,40.977673,-1.926651
25160,80.675523,40.189855,-0.341521
25170,80.661419,41.115748,-2.220829
25180,80.646816,41.585704,-3.178210
25190,80.634726,39.449989,1.108312
25200,80.625946,40.451441,-0.934457
25210,80.620797,39.311349,1.361887
25220,80.616008,40.216365,-0.473158
25230,80.608464,39.291109,1.389266
25240,80.599232,40.180725,-0.406547
25250,80.588485,40.736171,-1.541137
25260,80.575886,38.683288,2.595180
25270,80.564708,40.885105,-1.858259
25280,80.553950,37.870939,4.219091
25290,80.538600,37.623723,4.712759
25300,80.518931,41.238188,-2.587406
25310,80.500684,39.269216,1.358940
25320,80.483683,41.798333,-3.755277
25330,80.467582,39.021785,1.823207
25340,80.450416,39.190010,1.467414
25350,80.434520,41.076050,-2.344329
25360,80.420323,38.426906,2.992546
25370,80.402223,38.790596,2.251470
25380,80.383942,40.796590,-1.816787
25390,80.365633,41.181978,-2.608892
25400,80.349325,40.903784,-2.069219
25410,80.333699,39.414067,0.917840
25420,80.317609,39.175613,1.376902
25430,80.300877,40.128241,-0.559746
25440,80.284804,39.124429,1.450705
25450,80.268046,40.998226,-2.354395
25460,80.252818,40.268031,-0.906179
25470,80.241982,39.865272,-0.117605
25480,80.229725,39.505753,0.596618
25490,80.217597,38.432628,2.745155
25500,80.207309,40.481384,-1.393115
25510,80.197326,39.657820,0.258343
25520,80.185591,39.134410,1.300333
25530,80.170762,40.764578,-1.990243
25540,80.155201,38.377965,2.808865
25550,80.137789,41.835389,-4.175226
25560,80.122366,38.872969,1.772804
25570,80.107158,40.461232,-1.443886
25580,80.093712,39.291749,0.903986
25590,80.080319,39.344080,0.790657
25600,80.066152,37.808327,3.866259
25610,80.053863,38.512335,2.443650
25620,80.037884,39.465594,0.516810
25630,80.018428,40.917508,-2.422434
25640,80.001379,39.476564,0.466690
25650,79.979473,40.119971,-0.838019
25660,79.955594,40.018355,-0.661063
25670,79.933618,38.810975,1.753286
25680,79.912650,39.776172,-0.221750
25690,79.892125,39.712421,-0.113792
25700,79.869205,39.755616,-0.218961
25710,79.842059,38.925467,1.425804
25720,79.818462,38.750339,1.752997
25730,79.794223,39.527934,0.151643
25740,79.768738,38.494925,2.212729
25750,79.741211,39.145370,0.881940
25760,79.710915,39.645734,-0.157585
25770,79.678774,41.117980,-3.148937
25780,79.648608,38.176642,2.745126
25790,79.622069,40.117060,-1.207707
25800,79.594986,39.603270,-0.187023
25810,79.569255,39.775041,-0.576661
25820,79.548095,40.485173,-2.035222
25830,79.527840,40.855302,-2.798285
25840,79.510336,38.772019,1.392025
25850,79.491146,38.313083,2.291226
25860,79.473432,39.493620,-0.113887
25870,79.456171,38.471831,1.920985
25880,79.439224,40.448420,-2.076455
25890,79.420509,38.812582,1.204648
25900,79.404300,41.352828,-3.929572
25910,79.388001,39.066511,0.664319
25920,79.371546,39.846256,-0.925738
25930,79.354619,39.205875,0.348982
25940,79.337370,39.991405,-1.257731
25950,79.323902,39.514241,-0.319640
25960,79.311208,38.722795,1.260136
25970,79.300640,38.467422,1.761482
25980,79.287564,39.205490,0.256591
25990,79.272366,39.683305,-0.722519
26000,79.260495,42.161692,-5.740717
26010,79.250111,39.055697,0.509563
26020,79.237102,38.087731,2.447571
26030,79.223689,38.823510,0.951009
26040,79.209199,39.562819,-0.546796
26050,79.195253,39.538956,-0.515035
26060,79.181287,39.451143,-0.353634
26070,79.167717,38.254367,2.054617
26080,79.153569,39.176130,0.170444
26090,79.143622,38.487940,1.548998
26100,79.134801,37.198803,4.133471
26110,79.126469,40.192518,-1.903811
26120,79.114391,38.863581,0.777581
26130,79.100554,38.390968,1.710390
26140,79.085869,37.983049,2.528303
26150,79.070370,39.769012,-1.084907
26160,79.051615,40.066808,-1.696079
26170,79.035045,40.190384,-1.971601
26180,79.014885,35.703436,7.066455
26190,78.988024,38.277901,1.857399
26200,78.963287,39.943336,-1.528086
26210,78.937738,39.643230,-0.941860
26220,78.914905,39.047792,0.235545
26230,78.890030,39.742302,-1.184947
26240,78.866538,39.037868,0.206366
26250,78.839004,38.854372,0.554873
26260,78.809710,38.312911,1.620893
26270,78.781165,38.809592,0.589108
26280,78.752231,40.987170,-3.824832
26290,78.726790,39.501895,-0.857880
26300,78.700061,37.839179,2.471786
26310,78.671601,39.479532,-0.857923
26320,78.644009,38.519141,1.050565
26330,78.620163,39.217555,-0.392605
26340,78.598544,38.529422,0.975153
26350,78.574653,38.336249,1.345947
26360,78.551674,39.309535,-0.630977
26370,78.527005,39.647657,-1.334128
26380,78.502271,38.673055,0.605632
26390,78.477796,38.159507,1.619486
26400,78.450939,38.383125,1.145746
26410,78.426052,37.372146,3.159995
26420,78.403927,39.353144,-0.854397
26430,78.384243,38.779192,0.278715
26440,78.364906,38.433880,0.961453
26450,78.344825,38.311635,1.186107
26460,78.319361,37.036386,3.732349
26470,78.296036,39.181277,-0.607578
26480,78.268229,40.587428,-3.462702
26490,78.246422,38.653765,0.402209
26500,78.223797,39.136170,-0.585718
26510,78.202676,39.743413,-1.839993
26520,78.184299,39.572572,-1.521213
26530,78.169111,39.123901,-0.629326
26540,78.154483,40.204096,-2.823087
26550,78.144655,37.729876,2.135681
26560,78.140059,39.271077,-0.976718
26570,78.136899,38.491475,0.586288
26580,78.132389,39.343157,-1.141030
26590,78.128386,38.926489,-0.307245
26600,78.120674,40.788857,-4.063043
26610,78.114702,37.396287,2.762437
26620,78.109246,38.417153,0.684934
26630,78.105042,39.317807,-1.138761
26640,78.101645,38.928128,-0.371090
26650,78.100424,38.377980,0.746427
26660,78.097497,40.108869,-2.735021
26670,78.094655,37.847833,1.817637
26680,78.092433,39.269927,-1.037413
26690,78.089956,37.862075,1.797627
26700,78.086196,39.497468,-1.504780
26710,78.081125,40.334377,-3.204828
26720,78.075845,38.005702,1.487340
26730,78.070402,39.442616,-1.413279
26740,78.064993,39.261030,-1.044075
26750,78.059438,39.080367,-0.698092
26760,78.060160,39.233498,-1.014621
26770,78.061015,38.116399,1.245645
26780,78.061455,38.939338,-0.411628
26790,78.061190,38.920742,-0.371391
26800,78.061942,39.479089,-1.503965
26810,78.062557,38.024378,1.429371
26820,78.058577,39.053002,-0.646569
26830,78.052867,39.374492,-1.301685
26840,78.044063,39.081468,-0.723590
26850,78.030284,39.287295,-1.142301
26860,78.015423,37.989217,1.457936
26870,78.003246,38.470953,0.475830
26880,77.990942,38.373025,0.656812
26890,77.979418,38.589929,0.191269
26900,77.974187,39.165254,-0.977319
26910,77.970176,37.399142,2.581040
26920,77.963142,37.805822,1.755063
26930,77.957024,38.205313,0.941299
26940,77.953679,38.576166,0.192901
26950,77.946799,38.451524,0.440679
26960,77.937407,37.728326,1.882509
26970,77.928596,38.784668,-0.254697
26980,77.920416,38.906681,-0.515773
26990,77.910150,37.790494,1.737239
27000,77.899432,38.139576,1.020521
27010,77.887751,39.736912,-2.219887
27020,77.879714,40.642161,-4.064449
27030,77.874675,38.531225,0.185079
27040,77.869556,38.910405,-0.588654
27050,77.866052,38.171713,0.899612
27060,77.861040,37.797089,1.657427
27070,77.852645,37.785925,1.680475
27080,77.842153,39.559740,-1.918961
27090,77.832684,38.408738,0.392972
27100,77.823921,37.924752,1.353676
27110,77.818162,37.936578,1.319350
27120,77.813426,40.766084,-4.391441
27130,77.809574,38.346894,0.478842
27140,77.806574,39.734832,-2.319561
27150,77.803542,38.175843,0.822512
27160,77.803026,38.794827,-0.436307
27170,77.802562,38.022018,1.130462
27180,77.802213,38.991268,-0.825253
27190,77.800800,38.855815,-0.550896
27200,77.796535,37.570837,2.041154
27210,77.788974,38.965181,-0.771471
27220,77.777665,38.191415,0.783549
27230,77.767767,38.399242,0.339385
27240,77.759590,38.813305,-0.499295
27250,77.751070,38.431798,0.267023
27260,77.739759,38.288073,0.551482
27270,77.726559,38.049580,1.020455
27280,77.711065,39.834168,-2.588421
27290,77.700753,38.371141,0.352888
27300,77.686097,37.762644,1.565235
27310,77.670939,37.988990,1.098057
27320,77.656812,38.378834,0.292282
27330,77.642816,38.889905,-0.752978
27340,77.629291,38.719917,-0.426529
27350,77.613568,35.909454,5.231334
27360,77.594785,39.740213,-2.503935
27370,77.579845,38.938146,-0.900331
27380,77.563653,38.881973,-0.804146
27390,77.549577,38.081895,0.799830
27400,77.533747,38.141190,0.670147
27410,77.515787,39.238944,-1.553583
27420,77.498485,39.484263,-2.065567
27430,77.480650,37.891515,1.118830
27440,77.465846,38.991022,-1.112938
27450,77.449530,39.040460,-1.235818
27460,77.433525,38.715104,-0.600081
27470,77.415708,38.184078,0.452640
27480,77.395442,37.465914,1.887007
27490,77.372911,39.264530,-1.761243
27500,77.351192,39.774726,-2.809159
27510,77.329285,37.617842,1.523633
27520,77.304554,38.709503,-0.709098
27530,77.281079,39.516954,-2.360741
27540,77.259637,39.993015,-3.344435
27550,77.238216,38.228887,0.190891
27560,77.214735,37.684944,1.266770
27570,77.188939,38.635575,-0.670473
27580,77.163985,38.383106,-0.187907
27590,77.137821,38.339920,-0.128309
27600,77.110674,38.084477,0.363661
27610,77.084733,39.803849,-3.126763
27620,77.058542,37.329591,1.831199
27630,77.036034,37.597546,1.272160
27640,77.013074,38.319016,-0.205844
27650,76.989436,37.909351,0.578603
27660,76.967840,35.301453,5.821746
27670,76.944720,39.133905,-1.929072
27680,76.923635,38.823758,-1.319930
27690,76.899012,37.634822,1.053136
27700,76.873289,37.985870,0.319064
27710,76.847558,38.394140,-0.523959
27720,76.820093,38.411627,-0.589971
27730,76.795581,37.587165,1.047050
27740,76.768133,39.334804,-2.492177
27750,76.742661,37.877486,0.413600
27760,76.717742,37.643203,0.857813
27770,76.694666,37.137280,1.850786
27780,76.673190,38.622060,-1.166356
27790,76.650805,38.002124,0.066768
27800,76.623441,38.648210,-1.249759
27810,76.596506,37.665525,0.707680
27820,76.569690,37.711860,0.580943
27830,76.545480,38.306056,-0.650082
27840,76.520722,36.956463,2.044806
27850,76.497878,38.239748,-0.568599
27860,76.472836,37.724542,0.445862
27870,76.449485,38.492707,-1.130990
27880,76.427112,39.353318,-2.898654
27890,76.408574,38.234799,-0.663605
27900,76.391354,38.437794,-1.084818
27910,76.372911,38.300672,-0.822329
27920,76.353232,38.186306,-0.612460
27930,76.332464,37.963018,-0.177812
27940,76.307337,35.462513,4.846966
27950,76.283451,37.238613,1.248281
27960,76.256124,39.223014,-2.772768
27970,76.231990,39.058801,-2.463432
27980,76.209019,37.565176,0.521987
27990,76.185170,38.270874,-0.930311
28000,76.162971,38.420205,-1.253658
28010,76.139461,37.134245,1.318849
28020,76.115916,36.341302,2.897229
28030,76.091082,37.224641,1.090614
28040,76.067811,38.283354,-1.070763
28050,76.043407,37.924519,-0.382818
28060,76.020113,39.144307,-2.868160
28070,75.997858,37.511668,0.401496
28080,75.973499,38.016468,-0.641133
28090,75.950991,37.172046,1.040812
28100,75.926690,38.771726,-2.207102
28110,75.900197,36.609637,2.122250
28120,75.876367,39.208076,-3.139155
28130,75.849258,36.779686,1.737783
28140,75.823355,38.158460,-1.062785
28150,75.797158,37.303989,0.631956
28160,75.773484,37.071955,1.076678
28170,75.748785,36.467373,2.275589
28180,75.726673,37.792617,-0.417548
28190,75.700299,36.221489,2.725185
28200,75.675053,37.104498,0.924318
28210,75.649933,38.860219,-2.640344
28220,75.625828,37.909766,-0.737699
28230,75.599323,37.321424,0.425366
28240,75.573389,38.769005,-2.521107
28250,75.548904,37.918712,-0.827865
28260,75.522965,38.112210,-1.241901
28270,75.497695,37.578520,-0.189646
28280,75.472618,37.299086,0.355014
28290,75.448352,37.383438,0.148964
28300,75.426721,37.885605,-0.879734
28310,75.405667,37.514713,-0.151164
28320,75.383301,36.956571,0.943898
28330,75.362910,36.415248,2.014450
28340,75.340184,35.862290,3.104004
28350,75.315187,38.291489,-1.812839
28360,75.288152,38.784381,-2.814203
28370,75.262434,38.214888,-1.681122
28380,75.237842,37.550681,-0.363389
28390,75.211544,36.457931,1.818797
28400,75.187962,36.337269,2.033649
28410,75.164436,38.701346,-2.755694
28420,75.142890,37.640565,-0.647652
28430,75.121397,37.646927,-0.678968
28440,75.104325,38.272270,-1.966322
28450,75.085584,37.506066,-0.432652
28460,75.063072,36.590069,1.401216
28470,75.035999,38.351796,-2.158936
28480,75.010727,38.749688,-2.980090
28490,74.986940,38.407814,-2.320682
28500,74.963836,39.411839,-4.365671
28510,74.946005,36.989092,0.493208
28520,74.928126,37.631193,-0.822139
28530,74.909771,37.445647,-0.467071
28540,74.889949,36.046957,2.327594
28550,74.872290,35.675645,3.063591
28560,74.852229,37.379019,-0.387053
28570,74.831816,37.435553,-0.509424
28580,74.809269,36.693981,0.957557
28590,74.791085,37.596022,-0.887898
28600,74.776234,36.789857,0.710909
28610,74.763499,37.838117,-1.404704
28620,74.746935,36.867348,0.540047
28630,74.727957,37.597382,-0.943651
28640,74.708587,34.946562,4.373613
28650,74.687404,36.282997,1.658035
28660,74.667176,36.670888,0.867516
28670,74.646357,37.899751,-1.635023
28680,74.627613,34.881116,4.417007
28690,74.613432,36.977624,0.178942
28700,74.594507,37.967640,-1.830855
28710,74.575223,37.393044,-0.692705
28720,74.555833,35.294708,3.516308
28730,74.536370,36.517789,1.030776
28740,74.514863,35.274414,3.516413
28750,74.491270,36.201933,1.626973
28760,74.469686,36.175817,1.649923
28770,74.448526,36.853173,0.272364
28780,74.426153,36.207161,1.549268
28790,74.403758,36.935520,0.059365
28800,74.381853,36.602086,0.708252
28810,74.360963,37.286571,-0.690758
28820,74.338673,38.353755,-2.857433
28830,74.317202,37.594373,-1.348629
28840,74.292585,35.211772,3.418664
28850,74.267086,36.018996,1.772596
28860,74.242669,37.359010,-0.948717
28870,74.213883,34.096029,5.593589
28880,74.194169,35.188009,3.382088
28890,74.167630,39.519019,-5.364845
28900,74.146545,37.496479,-1.313663
28910,74.125414,37.549743,-1.447788
28920,74.101052,37.643516,-1.653648
28930,74.078695,36.039698,1.544893
28940,74.056591,37.075561,-0.563399
28950,74.031865,35.520141,2.547802
28960,74.007021,36.366527,0.821206
28970,73.981461,38.960785,-4.415003
28980,73.957679,37.076900,-0.643399
28990,73.930573,38.145648,-2.823372
29000,73.910205,35.745948,1.986095
29010,73.884268,35.731104,1.991855
29020,73.863103,34.556076,4.337911
29030,73.838862,37.731476,-2.081153
29040,73.818086,37.229719,-1.090609
29050,73.797974,35.664640,2.042135
29060,73.778237,36.174692,1.008128
29070,73.755948,37.872607,-2.420941
29080,73.734457,36.446332,0.424501
29090,73.711211,37.235554,-1.196208
29100,73.690248,35.888874,1.493173
29110,73.669896,37.902674,-2.580170
29120,73.651274,36.077467,1.069762
29130,73.633588,37.069414,-0.939887
29140,73.615682,36.177287,0.837806
29150,73.596692,36.823736,-0.486555
29160,73.580099,36.840952,-0.547782
29170,73.563932,35.794602,1.543704
29180,73.548015,36.427009,0.252379
29190,73.532568,35.530513,2.037135
29200,73.520513,37.715130,-2.378396
29210,73.509455,35.224828,2.628091
29220,73.499802,35.384384,2.293086
29230,73.490145,36.962225,-0.885432
29240,73.481183,35.780927,1.478027
29250,73.472090,36.414784,0.194416
29260,73.464539,36.717171,-0.431111
29270,73.456735,35.986893,1.033387
29280,73.444784,36.356289,0.279284
29290,73.432072,35.584557,1.822640
29300,73.418641,36.181574,0.602392
29310,73.406533,38.041379,-3.151657
29320,73.395889,36.834943,-0.733472
29330,73.385592,35.777247,1.381036
29340,73.375254,35.898053,1.128907
29350,73.364557,35.626405,1.664221
29360,73.351629,36.681439,-0.471707
29370,73.339964,39.497567,-6.162096
29380,73.331966,36.798138,-0.735143
29390,73.324189,37.776208,-2.709397
29400,73.314582,36.164808,0.526659
29410,73.302989,35.802532,1.254264
29420,73.288575,36.121669,0.605984
29430,73.271639,37.280052,-1.742079
29440,73.251709,36.970756,-1.131708
29450,73.231725,36.606661,-0.422487
29460,73.212189,36.290804,0.189748
29470,73.191437,37.629374,-2.528770
29480,73.173886,36.806460,-0.886677
29490,73.156009,35.991619,0.729322
29500,73.140159,37.748088,-2.829238
29510,73.123132,35.729696,1.218905
29520,73.106032,36.752261,-0.848403
29530,73.089385,35.835145,0.972568
29540,73.072288,35.277549,2.075978
29550,73.054773,35.356814,1.899998
29560,73.035523,36.758198,-0.948653
29570,73.016109,35.834135,0.892335
29580,72.993798,36.066961,0.405385
29590,72.969398,35.406767,1.709331
29600,72.943733,38.121437,-3.778018
29610,72.923062,35.055285,2.373350
29620,72.897639,36.927586,-1.414848
29630,72.876169,36.016916,0.387747
29640,72.855921,36.374187,-0.352442
29650,72.835564,36.471277,-0.566929
29660,72.814621,35.362294,1.640612
29670,72.794671,36.298106,-0.263803
29680,72.774047,34.791289,2.748088
29690,72.754895,35.846189,0.611568
29700,72.736471,36.414130,-0.552688
29710,72.718865,34.670706,2.939530
29720,72.701215,37.208276,-2.184446
29730,72.683306,35.232830,1.778107
29740,72.664258,35.523157,1.173628
29750,72.645732,34.830069,2.553693
29760,72.626949,35.690108,0.804441
29770,72.608559,36.300323,-0.440624
29780,72.588825,38.314861,-4.507890
29790,72.569862,36.454166,-0.781015
29800,72.550077,35.328003,1.465860
29810,72.531674,35.139561,1.829536
29820,72.512979,34.643390,2.810640
29830,72.492513,38.657947,-5.286024
29840,72.471060,36.706262,-1.384116
29850,72.449020,34.889786,2.247216
29860,72.426415,36.612987,-1.232266
29870,72.401163,36.943146,-1.916643
29880,72.378627,35.366875,1.235424
29890,72.352248,34.662774,2.631826
29900,72.332324,35.732376,0.460070
29910,72.310432,36.224250,-0.557083
29920,72.288675,35.436435,1.005075
29930,72.268890,36.603343,-1.369429
29940,72.253929,36.501166,-1.186853
29950,72.239952,34.796559,2.234844
29960,72.224306,35.103257,1.611387
29970,72.203209,36.320280,-0.856504
29980,72.181138,35.232514,1.309091
29990,72.160250,34.081901,3.606615
30000,72.137858,35.411589,0.908892
30010,72.114424,36.429929,-1.160212
30020,72.091510,35.124580,1.446959
30030,72.070129,34.873748,1.931922
30040,72.049635,35.928859,-0.218149
30050,72.029626,36.114868,-0.616692
30060,72.013717,37.348661,-3.125904
30070,72.002461,37.187232,-2.812858
30080,71.991161,37.241395,-2.935377
30090,71.980158,36.857294,-2.165584
30100,71.969952,36.070727,-0.592817
30110,71.960718,35.379502,0.787482
30120,71.954361,35.659113,0.207724
30130,71.950230,35.829136,-0.145595
30140,71.946661,36.449418,-1.397761
30150,71.942641,35.486571,0.535705
30160,71.936990,35.883211,-0.265823
30170,71.934529,36.451548,-1.430946
30180,71.936194,34.566942,2.366325
30190,71.938662,36.823225,-2.174538
30200,71.943304,35.294469,0.907103
30210,71.947033,37.159747,-2.842044
30220,71.951550,35.126588,1.249659
30230,71.956189,34.751885,2.012384
30240,71.957090,35.106757,1.310560
30250,71.957358,36.542221,-1.582455
30260,71.958051,36.178719,-0.853552
30270,71.961954,34.072504,3.386128
30280,71.966038,34.354417,2.825053
30290,71.967605,36.577271,-1.638056
30300,71.965320,36.157210,-0.786876
30310,71.959314,36.360634,-1.195064
30320,71.954181,34.173959,3.198863
30330,71.949076,36.335600,-1.161504
30340,71.945905,35.568343,0.376753
30350,71.947062,34.694421,2.132699
30360,71.946448,34.855243,1.812374
30370,71.941315,37.023900,-2.558182
30380,71.937648,35.223527,1.062691
30390,71.935107,35.449062,0.601200
30400,71.933175,35.053903,1.395387
30410,71.930383,33.748578,4.016441
30420,71.927647,36.003087,-0.523520
30430,71.925961,35.586430,0.313620
30440,71.925969,35.340742,0.802266
30450,71.928635,36.226695,-0.982555
30460,71.934180,37.582003,-3.709774
30470,71.938945,36.890768,-2.311194
30480,71.944518,36.259065,-1.035975
30490,71.951803,36.413740,-1.342460
30500,71.959358,35.518402,0.469821
30510,71.967361,37.165846,-2.842453
30520,71.974270,35.889550,-0.265758
30530,71.980618,34.441245,2.656063
30540,71.985121,35.526398,0.477551
30550,71.990853,35.234919,1.065893
30560,71.993117,35.049120,1.453857
30570,71.994979,36.821541,-2.113080
30580,71.999645,36.601196,-1.665217
30590,72.003342,35.090098,1.379445
30600,72.008362,35.284114,0.996937
30610,72.014754,35.182943,1.210947
30620,72.019255,35.974239,-0.376594
30630,72.023531,36.902509,-2.239605
30640,72.028332,35.461245,0.673272
30650,72.031259,35.936653,-0.277924
30660,72.032312,35.340230,0.922205
30670,72.033616,33.994524,3.638140
30680,72.034387,33.981371,3.660529
30690,72.034221,34.839534,1.936372
30700,72.031954,36.174720,-0.750779
30710,72.029051,35.366067,0.880345
30720,72.025739,34.806760,2.003472
30730,72.021282,35.542185,0.519929
30740,72.016460,36.429036,-1.271333
30750,72.010532,34.110058,3.391282
30760,72.003728,34.645051,2.314193
30770,71.996362,34.213219,3.179770
30780,71.989347,35.917909,-0.264080
30790,71.983634,35.142524,1.286207
30800,71.974423,36.651085,-1.745740
30810,71.966047,35.518967,0.517798
30820,71.957747,36.125333,-0.708682
30830,71.949258,36.763773,-1.996247
30840,71.940622,36.190116,-0.848804
30850,71.932753,36.005186,-0.482587
30860,71.925826,34.736878,2.054774
30870,71.919781,36.822656,-2.151252
30880,71.913590,34.475160,2.570831
30890,71.907747,35.203860,1.098371
30900,71.904119,34.360148,2.790197
30910,71.898698,34.309176,2.883459
30920,71.894511,36.665652,-1.860495
30930,71.890739,35.641891,0.189993
30940,71.890550,35.328631,0.817882
30950,71.889713,35.060656,1.359842
30960,71.889523,35.155683,1.164745
30970,71.891460,36.268345,-1.081050
30980,71.896376,36.192510,-0.921108
30990,71.900130,35.439854,0.607657
31000,71.904322,36.051680,-0.615909
31010,71.910489,36.533938,-1.575207
31020,71.916084,36.709367,-1.922375
31030,71.921714,34.908335,1.705312
31040,71.926379,35.264505,0.991372
31050,71.928039,36.326858,-1.137083
31060,71.928496,36.589998,-1.665802
31070,71.930757,34.644832,2.247355
31080,71.930590,34.167023,3.214030
31090,71.926730,35.404948,0.729803
31100,71.919639,34.788928,1.964247
31110,71.911032,34.900572,1.732734
31120,71.901175,36.968094,-2.427003
31130,71.893051,34.776173,1.965134
31140,71.884993,35.070553,1.365672
31150,71.879752,36.134556,-0.788403
31160,71.876569,36.065126,-0.658020
31170,71.875812,36.235504,-1.007030
31180,71.876365,35.505103,0.462248
31190,71.873850,36.810711,-2.166120
31200,71.867736,35.181682,1.110509
31210,71.860119,35.354874,0.757556
31220,71.850091,35.083033,1.297117
31230,71.842121,35.406291,0.637669
31240,71.836058,35.138020,1.171352
31250,71.831776,35.242270,0.960457
31260,71.826708,35.325561,0.787498
31270,71.819834,38.571587,-5.743287
31280,71.813466,36.301290,-1.188727
31290,71.807321,35.266336,0.885863
31300,71.801144,34.691586,2.035842
31310,71.795460,35.825507,-0.247865
31320,71.785195,34.873627,1.656417
31330,71.776469,35.723483,-0.060445
31340,71.766134,35.524592,0.331864
31350,71.755766,37.009352,-2.670260
31360,71.746606,36.419022,-1.493998
31370,71.736101,36.985090,-2.639612
