Tempo(s),E[N],E[W],ErroLittle
13680,32.827622,16.185871,0.588574
13690,32.817112,15.623358,1.708212
13700,32.804872,15.668984,1.609078
13710,32.795257,16.084300,0.768644
13720,32.787244,15.779993,1.370151
13730,32.780618,16.993238,-1.055113
13740,32.776048,17.127167,-1.321820
13750,32.771727,15.648863,1.618859
13760,32.769740,16.161355,0.592839
13770,32.766854,16.559540,-0.206598
13780,32.767826,15.634215,1.635648
13790,32.774270,16.066521,0.775423
13800,32.784928,16.941291,-0.952243
13810,32.797384,17.646920,-2.348058
13820,32.809200,15.594573,1.751500
13830,32.824929,17.298055,-1.638380
13840,32.843810,16.239206,0.492496
13850,32.864649,17.082829,-1.173485
13860,32.883113,17.889642,-2.758780
13870,32.898148,16.350120,0.326558
13880,32.910611,16.753536,-0.460802
13890,32.920943,17.235558,-1.411125
13900,32.930809,14.792049,3.469166
13910,32.936705,16.845175,-0.615046
13920,32.941944,16.323206,0.425784
13930,32.952552,19.536313,-5.962680
13940,32.972337,16.481790,0.129466
13950,32.992128,16.687372,-0.265262
13960,33.010249,17.155420,-1.177504
13970,33.028456,17.060496,-0.973053
13980,33.056829,15.024370,3.109740
13990,33.085196,15.590332,2.009356
14000,33.113786,17.256715,-1.273475
14010,33.133346,16.027810,1.189761
14020,33.154195,17.082958,-0.894552
14030,33.174584,17.063037,-0.835132
14040,33.195210,15.945792,1.413060
14050,33.214894,16.491672,0.342104
14060,33.237449,17.354327,-1.358083
14070,33.260710,16.233153,0.904739
14080,33.281198,16.539241,0.309641
14090,33.301526,15.810046,1.786944
14100,33.315212,15.828797,1.765547
14110,33.325239,15.829028,1.780708
14120,33.333225,16.116557,1.215895
14130,33.340836,16.327560,0.802501
14140,33.356112,17.204633,-0.939173
14150,33.376464,16.207553,1.064654
14160,33.399216,16.374140,0.746162
14170,33.424499,16.931343,-0.343554
14180,33.451794,16.255991,1.037044
14190,33.474902,17.833864,-2.085823
14200,33.502546,16.439418,0.715276
14210,33.531529,16.692076,0.241475
14220,33.555771,16.199498,1.254936
14230,33.575244,16.290834,1.085877
14240,33.592548,16.089535,1.503328
14250,33.607475,16.510780,0.674697
14260,33.621842,17.278975,-0.843190
14270,33.631781,17.352856,-0.977949
14280,33.639371,16.537186,0.650795
14290,33.648674,16.972585,-0.203731
14300,33.657090,17.403418,-1.056335
14310,33.670482,17.633404,-1.509726
14320,33.686990,18.135851,-2.493491
14330,33.702116,17.576970,-1.359335
14340,33.718036,12.156010,9.480654
14350,33.733194,17.400583,-0.959492
14360,33.748261,17.013793,-0.182011
14370,33.771448,17.440984,-1.007505
14380,33.797374,18.174606,-2.449027
14390,33.829223,15.754852,2.412742
14400,33.858606,15.376054,3.193879
14410,33.891421,17.318786,-0.661896
14420,33.932359,16.873039,0.268478
14430,33.968485,17.436388,-0.813891
14440,34.000581,16.521080,1.045775
14450,34.030686,16.452913,1.217236
14460,34.066130,16.634512,0.880234
14470,34.100140,17.940730,-1.691528
14480,34.138404,18.275687,-2.326014
14490,34.181170,17.399277,-0.544998
14500,34.234459,16.389680,1.524039
14510,34.286561,16.801169,0.748697
14520,34.346126,16.802260,0.797554
14530,34.412111,16.320696,1.822592
14540,34.477575,17.507640,-0.476933
14550,34.549314,16.119439,2.369379
14560,34.618948,15.922641,2.836535
14570,34.688493,18.014086,-1.267426
14580,34.760120,16.470589,1.884570
14590,34.824671,17.882314,-0.868773
14600,34.890332,16.952384,1.050764
14610,34.958882,18.669000,-2.301288
14620,35.014137,16.770947,1.553460
14630,35.066552,18.165812,-1.167999
14640,35.122185,18.032128,-0.845825
14650,35.178846,18.115811,-0.958522
14660,35.234858,19.359151,-3.380600
14670,35.287207,18.050833,-0.720276
14680,35.335089,18.129065,-0.822243
14690,35.374552,17.614810,0.241149
14700,35.415011,18.236597,-0.955215
14710,35.459187,18.473897,-1.387862
14720,35.511568,17.320865,0.963508
14730,35.556914,19.052316,-2.443783
14740,35.598394,19.039525,-2.378183
14750,35.638469,18.155210,-0.574527
14760,35.677422,17.749531,0.278174
14770,35.720864,17.654046,0.496747
14780,35.764244,17.606040,0.641714
14790,35.805846,18.863349,-1.835044
14800,35.849631,17.077696,1.771913
14810,35.895169,18.397663,-0.819973
14820,35.934331,18.595266,-1.168349
14830,35.974777,18.306698,-0.550767
14840,36.016063,17.566846,0.963311
14850,36.057147,18.956945,-1.767131
14860,36.088583,17.321581,1.535498
14870,36.116324,18.957620,-1.699465
14880,36.141816,18.425185,-0.621526
14890,36.167044,17.042858,2.168589
14900,36.186902,17.718723,0.847824
14910,36.205029,17.464149,1.363087
14920,36.227983,16.519745,3.267546
14930,36.250457,17.737678,0.858803
14940,36.276992,17.708782,0.937819
14950,36.298999,19.209524,-2.036030
14960,36.314993,19.235049,-2.075802
14970,36.333723,18.758693,-1.114144
14980,36.355058,17.590472,1.244642
14990,36.366360,18.922222,-1.397536
15000,36.376899,19.484970,-2.511762
15010,36.383767,17.742951,0.983225
15020,36.383716,18.375139,-0.283363
15030,36.384699,16.929663,2.608206
15040,36.385543,18.966467,-1.454332
15050,36.386120,16.954492,2.562638
15060,36.382067,17.557637,1.354574
15070,36.382294,18.710387,-0.947447
15080,36.387392,18.675617,-0.869026
15090,36.389643,19.356253,-2.219899
15100,36.389392,18.908289,-1.324446
15110,36.388335,18.786351,-1.078653
15120,36.379101,16.306877,3.860577
15130,36.370196,17.362427,1.748673
15140,36.359951,18.030549,0.404876
15150,36.345896,16.277532,3.889157
15160,36.328718,18.847909,-1.251445
15170,36.309789,18.700834,-0.984453
15180,36.293276,18.050554,0.295869
15190,36.278453,17.748614,0.880999
15200,36.261430,18.458983,-0.544309
15210,36.245105,18.672750,-0.990454
15220,36.231056,17.917390,0.496925
15230,36.220767,19.833184,-3.338345
15240,36.209098,17.935789,0.447275
15250,36.190683,18.782923,-1.257329
15260,36.173995,18.450286,-0.614900
15270,36.157625,17.236219,1.795273
15280,36.142663,14.979355,6.286587
15290,36.124629,18.660954,-1.066426
15300,36.105952,18.469317,-0.707724
15310,36.087540,19.092067,-1.966415
15320,36.068288,18.262539,-0.335070
15330,36.048258,18.444099,-0.714804
15340,36.028301,17.115650,1.916368
15350,36.009573,18.832004,-1.516697
15360,35.990817,17.916042,0.294236
15370,35.972196,19.246766,-2.386910
15380,35.955563,17.567582,0.949768
15390,35.936421,18.630873,-1.185530
15400,35.917373,18.295452,-0.539145
15410,35.894972,17.757570,0.512451
15420,35.874991,17.904685,0.192253
15430,35.854835,19.588400,-3.177074
15440,35.836354,19.367479,-2.757963
15450,35.818563,17.819476,0.312416
15460,35.801133,17.627718,0.676851
15470,35.781898,17.569423,0.774278
15480,35.764697,17.823661,0.244309
15490,35.747177,16.801434,2.273603
15500,35.732658,19.550424,-3.218497
15510,35.721431,18.892558,-1.919357
15520,35.712803,17.194473,1.460131
15530,35.698408,21.628872,-7.384011
15540,35.687329,18.701288,-1.559153
15550,35.675000,17.738845,0.345663
15560,35.662687,17.601884,0.604361
15570,35.648463,18.455478,-1.111112
15580,35.630384,19.061955,-2.325971
15590,35.613175,18.538907,-1.308966
15600,35.596823,16.876952,1.983655
15610,35.579891,18.230440,-0.725632
15620,35.562684,18.218711,-0.719963
15630,35.551480,17.717928,0.259627
15640,35.537685,16.502078,2.678437
15650,35.521153,17.729548,0.220669
15660,35.500931,18.634443,-1.597073
15670,35.479809,19.811298,-3.960042
15680,35.465490,17.652296,0.317720
15690,35.450711,16.705203,2.196155
15700,35.429489,17.160067,1.269964
15710,35.412828,18.231381,-0.883908
15720,35.396688,19.037735,-2.511391
15730,35.385706,19.289613,-3.029091
15740,35.377604,16.886762,1.751426
15750,35.368115,17.916169,-0.311673
15760,35.354670,18.252129,-0.987076
15770,35.341372,18.882164,-2.262396
15780,35.333225,19.681432,-3.859147
15790,35.323389,19.396607,-3.298852
15800,35.315877,17.965948,-0.460071
15810,35.309560,18.230010,-0.998086
15820,35.306371,16.998117,1.454523
15830,35.304143,16.923265,1.600234
15840,35.296996,17.130015,1.179776
15850,35.291319,19.461797,-3.477456
15860,35.287641,18.773831,-2.105525
15870,35.280808,17.185196,1.052453
15880,35.274547,16.496535,2.415440
15890,35.270060,18.313531,-1.215585
15900,35.264629,16.148862,3.090860
15910,35.254453,18.095520,-0.796132
15920,35.246955,17.600727,0.176007
15930,35.243848,18.585050,-1.799812
15940,35.246092,17.823915,-0.284204
15950,35.249986,16.554451,2.252176
15960,35.256705,17.374461,0.619472
15970,35.262751,18.309019,-1.236246
15980,35.270896,18.256268,-1.123196
15990,35.278515,17.398949,0.592239
16000,35.291755,18.214465,-1.026349
16010,35.307943,17.871833,-0.331863
16020,35.323564,16.328543,2.766444
16030,35.335827,17.110371,1.224424
16040,35.346715,17.021217,1.407702
16050,35.362238,17.253907,0.960863
16060,35.377122,18.920177,-2.351023
16070,35.395316,17.592489,0.309079
16080,35.411192,18.673852,-1.821232
16090,35.426443,18.148143,-0.755920
16100,35.443898,18.258033,-0.959656
16110,35.465679,18.095645,-0.616307
16120,35.491069,17.949157,-0.303376
16130,35.516369,17.430863,0.751953
16140,35.541683,18.403905,-1.167958
16150,35.569411,16.638277,2.378299
16160,35.592979,18.308214,-0.925882
16170,35.618984,18.173649,-0.633884
16180,35.645400,17.779856,0.178052
16190,35.669027,18.295142,-0.826652
16200,35.691305,16.727125,2.328163
16210,35.714497,18.585126,-1.349664
16220,35.738457,19.771282,-3.686018
16230,35.763542,18.243303,-0.628548
16240,35.794288,17.727234,0.434060
16250,35.825205,17.633892,0.652965
16260,35.855243,16.616005,2.711413
16270,35.879738,19.891695,-3.799863
16280,35.905714,18.038530,-0.079314
16290,35.935217,18.167696,-0.309747
16300,35.963098,17.821674,0.406186
16310,35.986726,16.754255,2.568024
16320,36.000861,17.733362,0.636486
16330,36.010487,17.788306,0.545481
16340,36.016611,17.783826,0.556960
16350,36.023033,17.801985,0.531333
16360,36.025803,18.706063,-1.269291
16370,36.023759,17.950996,0.240350
16380,36.023046,17.072273,1.983937
16390,36.020370,17.719222,0.691478
16400,36.018054,18.135259,-0.142850
16410,36.012754,19.811383,-3.493978
16420,36.014238,19.476036,-2.832844
16430,36.019910,18.141597,-0.174866
16440,36.028177,18.719141,-1.326903
16450,36.043614,17.122623,1.873614
16460,36.059856,17.815406,0.501573
16470,36.082191,16.877429,2.401031
16480,36.101014,18.851932,-1.518312
16490,36.125821,17.870489,0.462032
16500,36.152342,18.136825,-0.044348
16510,36.176525,17.886899,0.478604
16520,36.200179,19.899846,-3.511954
16530,36.222700,15.440917,5.410613
16540,36.243729,18.717943,-1.109482
16550,36.265599,19.127824,-1.904220
16560,36.286175,17.543898,1.283620
16570,36.305365,19.628278,-2.857966
16580,36.321695,18.645849,-0.881410
16590,36.338364,19.319020,-2.215025
16600,36.357420,17.662732,1.109810
16610,36.375719,19.727869,-2.992749
16620,36.396569,18.392079,-0.308730
16630,36.418571,19.692989,-2.883764
16640,36.441051,17.436923,1.648667
16650,36.465086,19.002538,-1.457576
16660,36.493302,18.089879,0.387435
16670,36.523066,17.871834,0.851529
16680,36.549009,18.580556,-0.537009
16690,36.575607,17.797911,1.058715
16700,36.602666,17.980292,0.717520
16710,36.635738,17.997522,0.712402
16720,36.662937,18.773345,-0.806944
16730,36.689307,18.015029,0.733614
16740,36.715039,16.803904,3.180066
16750,36.737021,17.912591,0.992218
16760,36.760051,17.798510,1.241700
16770,36.780390,19.053638,-1.236881
16780,36.803648,18.524094,-0.161598
16790,36.830204,19.361624,-1.800482
16800,36.855304,19.106961,-1.265540
16810,36.880621,18.415035,0.143693
16820,36.899307,18.119624,0.756122
16830,36.912503,18.129349,0.758766
16840,36.919661,17.773908,1.481851
16850,36.923786,18.155920,0.727365
16860,36.921287,19.053798,-1.060079
16870,36.916109,18.274473,0.489652
16880,36.903865,20.128270,-3.216485
16890,36.894719,17.647749,1.712469
16900,36.884508,16.673765,3.646622
16910,36.873825,18.027774,0.931387
16920,36.865609,18.996601,-1.015993
16930,36.861772,18.781470,-0.593268
16940,36.857053,18.689627,-0.414801
16950,36.849887,19.400588,-1.834794
16960,36.843213,19.361873,-1.762809
16970,36.833802,18.239966,0.466050
16980,36.824154,19.684415,-2.423355
16990,36.816933,19.122318,-1.308258
17000,36.808012,18.050393,0.817744
17010,36.803317,18.863202,-0.814828
17020,36.797866,19.776032,-2.643594
17030,36.793319,18.982710,-1.072464
17040,36.790995,18.739098,-0.587818
17050,36.788946,18.398244,0.083150
17060,36.789113,19.242536,-1.598446
17070,36.788510,19.715794,-2.538290
17080,36.789279,18.817042,-0.751119
17090,36.792259,18.257965,0.363078
17100,36.796247,18.902061,-0.912425
17110,36.800817,18.198284,0.491530
17120,36.808265,16.392740,4.105100
17130,36.812023,19.455851,-1.999681
17140,36.815401,18.807909,-0.705485
17150,36.814079,18.842092,-0.760890
17160,36.807800,18.055417,0.803530
17170,36.800081,18.968120,-1.020435
17180,36.796596,17.594467,1.707382
17190,36.792082,17.145092,2.603530
17200,36.789120,16.978132,2.931900
17210,36.783705,18.721867,-0.554378
17220,36.781631,18.951063,-1.017874
17230,36.784511,16.298141,4.264481
17240,36.789155,17.287704,2.303310
17250,36.793899,18.858142,-0.832290
17260,36.797224,16.692307,3.496869
17270,36.798516,18.696757,-0.502683
17280,36.803675,18.875959,-0.866170
17290,36.809446,19.086504,-1.285697
17300,36.817631,18.308477,0.282269
17310,36.821952,17.913363,1.075606
17320,36.825354,18.113877,0.673976
17330,36.832530,20.308243,-3.701715
17340,36.839341,18.007366,0.895886
17350,36.848405,18.354734,0.206673
17360,36.861167,18.621771,-0.316606
17370,36.870505,18.332224,0.272563
17380,36.882789,20.125442,-3.299426
17390,36.894655,18.732064,-0.501596
17400,36.907175,17.669471,1.633246
17410,36.917979,19.577372,-2.165464
17420,36.930353,17.294115,2.407593
17430,36.939315,17.413569,2.180580
17440,36.945613,17.657929,1.703228
17450,36.952478,18.741894,-0.454615
17460,36.959668,17.073674,2.889026
17470,36.963719,17.882622,1.276341
17480,36.973237,19.219817,-1.389872
17490,36.979990,17.951499,1.156026
17500,36.981987,16.793316,3.476148
17510,36.983530,21.296890,-5.507657
17520,36.985559,20.028177,-2.969484
17530,36.986693,17.548765,1.978645
17540,36.985935,19.089404,-1.093331
17550,36.987324,20.216578,-3.338091
17560,36.990297,19.698256,-2.306145
17570,36.995749,19.058261,-1.023916
17580,37.003436,19.004205,-0.908454
17590,37.014586,18.050753,1.002081
17600,37.028240,17.301183,2.516189
17610,37.037034,17.818263,1.497915
17620,37.043971,18.000974,1.140168
17630,37.049470,19.996975,-2.832251
17640,37.054511,17.459872,2.238054
17650,37.055638,18.833853,-0.504091
17660,37.061291,19.386511,-1.616628
17670,37.071132,19.331036,-1.499927
17680,37.079000,19.272148,-1.365212
17690,37.085431,18.793277,-0.406440
17700,37.092423,18.980958,-0.772251
17710,37.098189,18.243532,0.707649
17720,37.102016,20.538549,-3.863474
17730,37.109745,18.227421,0.752182
17740,37.115442,17.913399,1.388835
17750,37.119540,19.887601,-2.543186
17760,37.122433,18.804184,-0.375750
17770,37.126190,18.297631,0.633270
17780,37.129572,18.055477,1.122531
17790,37.131534,17.280537,2.670554
17800,37.132422,18.138689,0.965435
17810,37.128737,18.636035,-0.034480
17820,37.128412,17.245475,2.733505
17830,37.124331,18.279524,0.675671
17840,37.117550,17.679764,1.862822
17850,37.108269,18.380496,0.459729
17860,37.099249,19.556008,-1.891476
17870,37.090515,19.415174,-1.618744
17880,37.080383,17.494942,2.207134
17890,37.069460,19.359253,-1.522097
17900,37.061847,18.829522,-0.475085
17910,37.053045,18.125994,0.913190
17920,37.042110,18.159586,0.841528
17930,37.028229,18.347023,0.447972
17940,37.016543,18.911818,-0.696166
17950,37.003753,18.989016,-0.869322
17960,36.990158,20.350664,-3.597163
17970,36.979824,16.827330,3.421770
17980,36.966313,17.969342,1.131804
17990,36.955457,18.010382,1.035898
18000,36.943028,18.683554,-0.321031
18010,36.932665,18.861224,-0.682619
18020,36.920635,17.910280,1.203642
18030,36.907372,19.300072,-1.583075
18040,36.896499,18.272335,0.451537
18050,36.881073,19.850845,-2.706080
18060,36.867501,18.782416,-0.586556
18070,36.855894,18.895021,-0.826333
18080,36.843828,18.867049,-0.784485
18090,36.836714,19.775582,-2.608864
18100,36.827937,18.643956,-0.360800
18110,36.822001,17.408776,2.088405
18120,36.815343,18.644226,-0.383380
18130,36.804384,17.666300,1.562646
18140,36.793179,18.351773,0.185847
18150,36.781101,18.629814,-0.380874
18160,36.766781,19.438269,-2.008057
18170,36.755818,19.852024,-2.856303
18180,36.746201,21.032161,-5.208886
18190,36.739020,18.863535,-0.897036
18200,36.734759,19.097434,-1.365182
18210,36.731314,17.284002,2.248375
18220,36.729348,18.048608,0.719895
18230,36.728478,19.099709,-1.376397
18240,36.725683,18.743363,-0.666903
18250,36.719994,18.654965,-0.491589
18260,36.710779,17.665418,1.474102
18270,36.702032,18.125283,0.542888
18280,36.691793,17.390207,2.000908
18290,36.675069,17.732623,1.306947
18300,36.660622,19.513573,-2.258824
18310,36.645440,19.256930,-1.767116
18320,36.628729,19.236205,-1.742838
18330,36.614847,16.919847,2.861110
18340,36.603356,17.995045,0.698100
18350,36.592977,18.146184,0.388819
18360,36.583939,18.974815,-1.276713
18370,36.575186,19.262296,-1.858704
18380,36.570375,18.460604,-0.271431
18390,36.574060,17.449584,1.746081
18400,36.574131,17.755736,1.136615
18410,36.570754,19.486541,-2.320737
18420,36.564352,18.098914,0.441397
18430,36.561702,16.874401,2.880987
18440,36.559323,17.724282,1.171380
18450,36.562150,17.321018,1.977288
18460,36.565426,17.558733,1.510350
18470,36.569952,15.764628,5.093933
18480,36.572739,18.806006,-0.974452
18490,36.576356,16.838338,2.956225
18500,36.582210,18.629456,-0.616068
18510,36.587698,19.334351,-2.020414
18520,36.597756,18.536625,-0.424218
18530,36.608248,18.721850,-0.784379
18540,36.619694,19.247994,-1.822151
18550,36.629366,19.378031,-2.075633
18560,36.638551,18.683652,-0.677274
18570,36.648158,15.691452,5.305400
18580,36.651578,15.748697,5.201929
18590,36.650272,19.767086,-2.822516
18600,36.649397,18.898621,-1.092736
18610,36.648131,17.744748,1.210932
18620,36.649040,19.104619,-1.519733
18630,36.649092,18.203519,0.287067
18640,36.645718,18.242850,0.207078
18650,36.641660,17.594822,1.496693
18660,36.639185,18.074712,0.536720
18670,36.636551,17.869637,0.948535
18680,36.629560,18.439486,-0.197032
18690,36.622836,18.095421,0.479670
18700,36.616813,19.107299,-1.548245
18710,36.611617,18.744280,-0.829528
18720,36.606867,16.998948,2.654106
18730,36.601041,19.171966,-1.682421
18740,36.592267,18.670981,-0.688440
18750,36.585981,18.501216,-0.360100
18760,36.583124,18.529475,-0.421387
18770,36.586247,17.474629,1.681181
18780,36.590517,18.286499,0.056511
18790,36.599255,18.924532,-1.214015
18800,36.613861,19.900573,-3.153235
18810,36.632265,18.298600,0.068154
18820,36.644833,18.930590,-1.178091
18830,36.658960,17.783326,1.126102
18840,36.671659,19.293696,-1.872933
18850,36.682155,16.074239,4.572917
18860,36.690316,19.435507,-2.128381
18870,36.695470,18.504462,-0.259326
18880,36.699835,18.080533,0.592822
18890,36.702602,17.700201,1.354369
18900,36.705951,18.419791,-0.076091
18910,36.710190,19.233182,-1.694759
18920,36.716687,18.601699,-0.427654
18930,36.727104,18.156179,0.469419
18940,36.742034,16.692458,3.406522
18950,36.755620,18.862240,-0.911922
18960,36.772643,16.911565,2.993654
18970,36.784137,19.054743,-1.272954
18980,36.798669,17.685425,1.471424
18990,36.809411,17.848849,1.155921
19000,36.825266,19.169139,-1.474779
19010,36.847062,18.124402,0.630027
19020,36.870025,18.348655,0.206507
19030,36.891983,20.225706,-3.527055
19040,36.915805,16.566051,3.813968
19050,36.934252,18.175048,0.620434
19060,36.949985,19.377854,-1.768085
19070,36.966707,18.592715,-0.181553
19080,36.986586,18.707112,-0.392174
19090,37.011255,18.256565,0.524999
19100,37.036872,19.052630,-1.036954
19110,37.063457,19.238827,-1.392002
19120,37.088957,17.419848,2.273616
19130,37.108946,17.682223,1.771751
19140,37.134503,16.486393,4.185460
19150,37.159654,17.907324,1.369996
19160,37.188783,19.138541,-1.067216
19170,37.222573,17.276773,2.692834
19180,37.251581,18.858984,-0.443510
19190,37.285218,17.878010,1.547418
19200,37.319514,18.857507,-0.386288
19210,37.357836,18.817168,-0.271392
19220,37.396114,18.946126,-0.500806
19230,37.434060,19.501341,-1.570215
19240,37.469469,19.928452,-2.391038
19250,37.502368,19.698563,-1.899188
19260,37.531864,18.475645,0.578664
19270,37.562102,19.478145,-1.400790
19280,37.594370,18.281157,1.029877
19290,37.627030,19.255299,-0.886934
19300,37.656241,19.025966,-0.401373
19310,37.685641,19.120627,-0.560203
19320,37.716090,18.588381,0.533039
19330,37.747134,18.596038,0.546925
19340,37.776488,18.955086,-0.137508
19350,37.808903,18.172572,1.453509
19360,37.842961,18.826380,0.174715
19370,37.880967,18.260183,1.342048
19380,37.918763,19.055824,-0.217454
19390,37.959570,19.364662,-0.798240
19400,38.000175,19.744254,-1.525390
19410,38.042923,18.986192,0.026535
19420,38.087039,18.755103,0.533710
19430,38.125927,19.214033,-0.339646
19440,38.161256,18.404967,1.315368
19450,38.202748,19.467647,-0.775219
19460,38.246230,19.420469,-0.643341
19470,38.289030,19.820490,-1.404209
19480,38.331960,19.455752,-0.645419
19490,38.377451,17.825057,2.671741
19500,38.418191,18.794711,0.775195
19510,38.450314,20.172103,-1.949074
19520,38.482819,18.008309,2.421776
19530,38.509259,19.913006,-1.369719
19540,38.545917,19.903462,-1.324139
19550,38.583436,19.468165,-0.420270
19560,38.623748,19.945256,-1.332897
19570,38.663736,20.271988,-1.949743
19580,38.703865,18.294074,2.051433
19590,38.744903,20.105192,-1.538158
19600,38.784291,19.771462,-0.824428
19610,38.820656,18.644902,1.471305
19620,38.856886,18.770147,1.243562
19630,38.895022,17.869422,3.090541
19640,38.923968,20.094532,-1.333585
19650,38.956671,20.022101,-1.156360
19660,38.987609,19.862644,-0.804846
19670,39.017905,18.581471,1.791684
19680,39.047959,18.954244,1.079186
19690,39.077406,20.167291,-1.321441
19700,39.106052,19.462470,0.114958
19710,39.134719,18.842071,1.388918
19720,39.161359,18.799701,1.493714
19730,39.185006,20.093997,-1.071204
19740,39.212395,19.142188,0.857357
19750,39.246290,20.253117,-1.340825
19760,39.283148,19.072970,1.058211
19770,39.321500,19.811159,-0.387803
19780,39.364259,17.686104,3.908422
19790,39.404234,20.133972,-0.952992
19800,39.442972,19.065397,1.231280
19810,39.481382,20.182284,-0.969223
19820,39.525389,20.078677,-0.725481
19830,39.574366,21.088413,-2.702079
19840,39.621093,20.077653,-0.625287
19850,39.671633,19.873581,-0.164560
19860,39.719998,20.291036,-0.952850
19870,39.766776,19.300365,1.084480
19880,39.808126,19.509208,0.708773
19890,39.848857,19.346819,1.077013
19900,39.886225,19.509826,0.791210
19910,39.924614,19.377285,1.096732
19920,39.962993,20.671188,-1.456855
19930,39.997797,19.181241,1.564906
19940,40.032337,20.303941,-0.646164
19950,40.069530,19.102619,1.797790
19960,40.106156,19.716943,0.602182
19970,40.144474,19.797153,0.484913
19980,40.179997,20.360470,-0.603071
19990,40.215962,20.540360,-0.923017
20000,40.248609,20.744910,-1.305531
20010,40.277964,21.081029,-1.941713
20020,40.301063,19.904213,0.440089
20030,40.322325,19.548994,1.179748
20040,40.343394,20.130169,0.035868
20050,40.367127,19.781221,0.751891
20060,40.393954,20.504592,-0.667033
20070,40.421136,20.890820,-1.406902
20080,40.446252,20.784908,-1.168027
20090,40.468792,18.923722,2.578348
20100,40.490482,20.741201,-1.034706
20110,40.509108,19.795855,0.879260
20120,40.527496,19.719688,1.046362
20130,40.546121,19.824606,0.851674
20140,40.562140,20.797884,-1.074798
20150,40.576134,21.036896,-1.542095
20160,40.592094,21.584369,-2.622433
20170,40.610734,20.383052,-0.195725
20180,40.630816,19.505990,1.581565
20190,40.649617,20.045449,0.521131
20200,40.664953,19.057778,2.515749
20210,40.678944,20.249449,0.147985
20220,40.692966,20.799548,-0.935615
20230,40.704181,21.044881,-1.409675
20240,40.715283,19.626128,1.430578
20250,40.728575,20.838145,-0.981838
20260,40.743113,20.543536,-0.375375
20270,40.758555,19.627170,1.471762
20280,40.772487,20.202002,0.337624
20290,40.783361,19.690846,1.371685
20300,40.787291,21.823562,-2.887531
20310,40.791119,20.103836,0.552913
20320,40.800063,21.160625,-1.553146
20330,40.808470,19.884737,1.010888
20340,40.817476,19.569400,1.648632
20350,40.828426,20.278241,0.241231
20360,40.836812,19.685334,1.434891
20370,40.842151,20.869088,-0.928575
20380,40.848169,22.720891,-4.634575
20390,40.860539,20.556398,-0.293476
20400,40.874768,19.771913,1.290383
20410,40.888616,21.631070,-2.415600
20420,40.900731,21.423211,-1.988163
20430,40.917185,19.626270,1.620725
20440,40.934704,18.827062,3.243010
20450,40.947466,19.943366,1.017960
20460,40.961955,19.499507,1.917667
20470,40.975328,19.721739,1.489617
20480,40.983372,22.127618,-3.316581
20490,40.987819,19.237685,2.480802
20500,40.991512,19.782770,1.393467
20510,40.995133,21.461182,-1.964814
20520,41.001553,21.698230,-2.433729
20530,41.010498,22.016975,-3.069659
20540,41.021466,19.260121,2.458892
20550,41.033994,19.018489,2.954600
20560,41.048544,20.617101,-0.238776
20570,41.064305,20.991485,-0.967754
20580,41.076510,19.326581,2.379482
20590,41.089944,20.792868,-0.545003
20600,41.105206,21.137581,-1.223043
20610,41.123501,19.399377,2.274267
20620,41.139583,21.580496,-2.075807
20630,41.153672,20.335885,0.432898
20640,41.167339,20.354336,0.410527
20650,41.178862,19.649673,1.836000
20660,41.188277,21.194395,-1.256500
20670,41.198316,19.053800,3.041312
20680,41.212646,20.840854,-0.531110
20690,41.228870,20.888267,-0.609117
20700,41.245103,20.115040,0.959073
20710,41.260620,21.472631,-1.741745
20720,41.274514,20.532070,0.157912
20730,41.289305,21.004172,-0.773267
20740,41.304889,22.466050,-3.687398
20750,41.325358,20.327800,0.606642
20760,41.351740,21.846403,-2.408582
20770,41.376329,21.315729,-1.317517
20780,41.403922,21.402377,-1.466349
20790,41.431059,21.169595,-0.976967
20800,41.462090,21.984616,-2.577356
20810,41.493352,21.709111,-1.998750
20820,41.525223,18.651690,4.168188
20830,41.558363,21.600564,-1.714126
20840,41.594878,19.596676,2.341834
20850,41.629396,20.564423,0.428564
20860,41.670511,20.357135,0.876502
20870,41.718510,21.365489,-1.104046
20880,41.767568,19.355584,2.979213
20890,41.812695,21.092667,-0.456440
20900,41.857675,21.897579,-2.021140
20910,41.899751,20.126280,1.572682
20920,41.940851,19.618729,2.634497
20930,41.975636,20.495514,0.913578
20940,42.014069,20.160090,1.626690
20950,42.051944,20.254037,1.473686
20960,42.090320,21.684136,-1.357393
20970,42.129339,21.201382,-0.352113
20980,42.170158,22.193563,-2.307318
20990,42.213612,23.266969,-4.416478
21000,42.259625,21.443181,-0.716258
21010,42.305537,20.240628,1.742910
21020,42.345222,20.235067,1.801468
21030,42.383101,20.528904,1.252827
21040,42.423648,22.514773,-2.692831
21050,42.469559,20.147624,2.091541
21060,42.516784,21.007799,0.411604
21070,42.564277,21.753490,-1.039577
21080,42.610181,20.968154,0.577733
21090,42.660226,19.344332,3.884728
21100,42.705164,20.629526,1.354934
21110,42.754429,19.797222,3.070502
21120,42.806297,22.652976,-2.609774
21130,42.863539,22.908674,-3.066641
21140,42.919463,21.526455,-0.245289
21150,42.978876,22.073549,-1.281698
21160,43.038523,20.277778,2.380826
21170,43.093022,20.445937,2.104346
21180,43.140922,20.926655,1.184598
21190,43.191986,20.545731,2.000468
21200,43.242076,22.291256,-1.449752
21210,43.289083,20.747340,1.689297
21220,43.339405,20.868393,1.489186
