Tempo(s),Fila,E[N],E[W]
6040,4,18.270190,9.199829
6050,6,18.250146,9.191158
6060,2,18.227657,9.181248
6070,17,18.214461,9.166883
6080,24,18.214725,9.163125
6090,26,18.223391,9.168149
6100,37,18.244597,9.170405
6110,36,18.276694,9.186459
6120,26,18.298554,9.200390
6130,23,18.314399,9.204498
6140,29,18.328788,9.207884
6150,33,18.342627,9.215518
6160,27,18.362291,9.229089
6170,21,18.370968,9.238640
6180,23,18.372382,9.239265
6190,15,18.376464,9.244235
6200,29,18.384386,9.239134
6210,34,18.401882,9.244110
6220,32,18.427871,9.256348
6230,31,18.448692,9.266738
6240,24,18.464591,9.279885
6250,23,18.475978,9.285531
6260,24,18.481723,9.287596
6270,19,18.484191,9.290996
6280,15,18.484707,9.289690
6290,7,18.476421,9.289903
6300,21,18.466068,9.277951
6310,8,18.460007,9.277050
6320,9,18.442979,9.268418
6330,1,18.418838,9.262095
6340,6,18.394555,9.248333
6350,7,18.379522,9.240694
6360,11,18.360796,9.231199
6370,7,18.346321,9.226025
6380,2,18.325786,9.217068
6390,9,18.302312,9.199384
6400,1,18.278665,9.186701
6410,1,18.252655,9.174994
6420,4,18.229616,9.163337
6430,3,18.205578,9.153325
6440,16,18.193931,9.142393
6450,19,18.197631,9.139198
6460,9,18.186851,9.136563
6470,0,18.165713,9.129421
6480,3,18.142629,9.119870
6490,2,18.116670,9.104630
6500,10,18.097113,9.091918
6510,6,18.082222,9.087175
6520,4,18.059942,9.075907
6530,4,18.036540,9.061984
6540,5,18.014595,9.055761
6550,3,17.991742,9.042811
6560,2,17.969344,9.030790
6570,0,17.943975,9.022111
6580,1,17.920670,9.010316
6590,1,17.897227,8.996394
6600,15,17.879352,8.984599
6610,3,17.870179,8.984702
6620,2,17.844933,8.973297
6630,0,17.819943,8.962013
6640,3,17.799637,8.951044
6650,6,17.778580,8.943083
6660,7,17.756621,8.933980
6670,10,17.744175,8.927634
6680,14,17.739019,8.922940
6690,5,17.730831,8.922096
6700,14,17.718701,8.911891
6710,9,17.710584,8.907729
6720,2,17.690364,8.898147
6730,11,17.668829,8.885908
6740,2,17.657378,8.884050
6750,7,17.639247,8.875506
6760,6,17.624800,8.869474
6770,10,17.613623,8.862447
6780,18,17.609197,8.856852
6790,21,17.611833,8.855476
6800,25,17.616131,8.855599
6810,21,17.626843,8.864840
6820,21,17.626955,8.866782
6830,23,17.637532,8.870718
6840,32,17.651123,8.874866
6850,34,17.671461,8.881109
6860,35,17.689473,8.888141
6870,23,17.708605,8.898992
6880,21,17.713125,8.901848
6890,15,17.712933,8.901686
6900,22,17.715302,8.898922
6910,20,17.720590,8.906050
6920,21,17.725944,8.910615
6930,31,17.734660,8.909757
6940,29,17.748781,8.920665
6950,16,17.755304,8.923231
6960,1,17.742586,8.921283
6970,5,17.721680,8.910056
6980,5,17.702816,8.905633
6990,8,17.687556,8.899800
7000,1,17.667707,8.896766
7010,1,17.649281,8.886759
7020,6,17.627220,8.874289
7030,4,17.609307,8.865819
7040,3,17.587671,8.856738
7050,0,17.564726,8.845094
7060,0,17.542623,8.837026
7070,1,17.519775,8.827939
7080,1,17.495641,8.820704
7090,4,17.473822,8.809599
7100,7,17.457096,8.798565
7110,1,17.441663,8.794427
7120,5,17.419650,8.781980
7130,1,17.401635,8.776520
7140,0,17.378338,8.770238
7150,6,17.358623,8.758320
7160,4,17.342242,8.747478
7170,3,17.321033,8.738517
7180,17,17.312773,8.729334
7190,18,17.313225,8.730072
7200,18,17.312462,8.728972
7210,20,17.316355,8.731444
7220,22,17.318498,8.730593
7230,16,17.323405,8.736013
7240,15,17.319526,8.732737
7250,20,17.318957,8.732348
7260,21,17.321544,8.732339
7270,11,17.317900,8.731008
7280,6,17.305855,8.727858
7290,9,17.294698,8.723334
7300,7,17.282693,8.715969
7310,20,17.273639,8.706495
7320,28,17.281351,8.707289
7330,42,17.300217,8.709518
7340,33,17.328837,8.728635
7350,37,17.349581,8.736002
7360,38,17.374939,8.749285
7370,39,17.404100,8.760892
7380,41,17.435444,8.778386
7390,43,17.465592,8.793482
7400,37,17.495699,8.812754
7410,28,17.516411,8.826099
7420,44,17.542686,8.832048
7430,43,17.574172,8.842426
7440,48,17.609377,8.855273
7450,41,17.647289,8.877266
7460,31,17.672985,8.894317
7470,33,17.689567,8.900786
7480,43,17.719683,8.913465
7490,50,17.758801,8.934871
7500,50,17.801681,8.955169
7510,49,17.842153,8.977860
7520,45,17.882153,9.000321
7530,39,17.918111,9.020148
7540,34,17.941649,9.033122
7550,35,17.966574,9.046191
7560,31,17.988136,9.058170
7570,23,18.001730,9.069153
7580,21,18.007620,9.076856
7590,19,18.012211,9.080279
7600,19,18.011764,9.080558
7610,22,18.016827,9.084215
7620,21,18.024127,9.085991
7630,21,18.028547,9.088722
7640,22,18.028467,9.089183
7650,15,18.024856,9.090260
7660,5,18.011799,9.085965
7670,1,17.996499,9.076351
7680,0,17.974182,9.067375
7690,5,17.953745,9.055772
7700,1,17.934428,9.048889
7710,2,17.913297,9.042855
7720,6,17.894269,9.029004
7730,1,17.876962,9.027235
7740,3,17.861399,9.022204
7750,3,17.842459,9.010169
7760,0,17.824108,9.003716
7770,1,17.806011,8.996209
7780,9,17.789275,8.984715
7790,6,17.775768,8.976613
7800,2,17.759279,8.968752
7810,18,17.751871,8.959682
7820,19,17.749645,8.954982
7830,12,17.746030,8.951902
7840,15,17.741437,8.951211
7850,14,17.740076,8.951571
7860,10,17.734048,8.953598
7870,11,17.725838,8.950491
7880,7,17.711199,8.947573
7890,4,17.691803,8.937085
7900,2,17.673207,8.925292
7910,5,17.653331,8.917418
7920,3,17.633074,8.910480
7930,1,17.614444,8.899811
7940,4,17.594551,8.888512
7950,0,17.575959,8.879568
7960,6,17.555868,8.868738
7970,10,17.542895,8.860385
7980,6,17.528551,8.856952
7990,3,17.511795,8.848928
8000,0,17.492248,8.842284
8010,3,17.472073,8.834194
8020,6,17.455549,8.824047
8030,12,17.444670,8.815651
8040,10,17.439530,8.812937
8050,18,17.434037,8.807832
8060,3,17.429348,8.806453
8070,1,17.410492,8.797362
8080,6,17.392929,8.788922
8090,1,17.374685,8.781233
8100,3,17.357064,8.771663
8110,0,17.336886,8.762988
8120,0,17.316502,8.755293
8130,3,17.297412,8.743889
8140,2,17.277709,8.735980
8150,1,17.258186,8.728155
8160,1,17.240895,8.720368
8170,1,17.222932,8.712238
8180,8,17.205212,8.700997
8190,2,17.191861,8.695735
8200,0,17.172136,8.688315
8210,3,17.152882,8.681657
8220,2,17.134334,8.671072
8230,4,17.118216,8.663853
8240,0,17.102196,8.655085
8250,3,17.083886,8.646222
8260,5,17.065353,8.637773
8270,15,17.058740,8.631656
8280,17,17.056865,8.632692
8290,21,17.062640,8.634960
8300,18,17.063882,8.637569
8310,9,17.061648,8.633154
8320,12,17.050415,8.628396
8330,10,17.044298,8.623603
8340,8,17.033913,8.619272
8350,1,17.016997,8.612154
8360,6,17.001491,8.604181
8370,2,16.986018,8.597265
8380,5,16.968758,8.586329
8390,1,16.951066,8.580876
8400,0,16.932322,8.573844
8410,1,16.914541,8.564196
8420,9,16.899851,8.553543
8430,12,16.890575,8.549751
8440,18,16.888858,8.544144
8450,19,16.892980,8.545599
8460,15,16.897918,8.545934
8470,13,16.896356,8.546049
8480,23,16.899063,8.544753
8490,21,16.901753,8.546509
8500,28,16.911215,8.547620
8510,22,16.921121,8.555058
8520,27,16.931697,8.559785
8530,24,16.940004,8.562858
8540,22,16.948192,8.566380
8550,23,16.953784,8.567578
8560,20,16.960294,8.568737
8570,17,16.960652,8.569824
8580,10,16.953177,8.564429
8590,7,16.946965,8.559677
8600,4,16.930049,8.551032
8610,6,16.917134,8.540901
8620,1,16.899405,8.532853
8630,1,16.883271,8.523114
8640,5,16.866891,8.512760
8650,15,16.856721,8.502574
8660,6,16.848405,8.499283
8670,4,16.836009,8.494919
8680,8,16.821836,8.486692
8690,15,16.816593,8.481989
8700,25,16.821645,8.482977
8710,15,16.826115,8.487604
8720,22,16.827290,8.486147
8730,34,16.839026,8.489530
8740,36,16.860382,8.500216
8750,38,16.883354,8.512697
8760,32,16.902339,8.522678
8770,40,16.926732,8.531952
8780,35,16.948908,8.546977
8790,26,16.962561,8.556724
8800,24,16.971650,8.562694
8810,22,16.978190,8.566888
8820,7,16.972722,8.564529
8830,5,16.958340,8.555716
8840,12,16.951365,8.547719
8850,7,16.945887,8.546336
8860,5,16.932160,8.538358
8870,3,16.915270,8.533639
8880,3,16.900808,8.525773
8890,7,16.886605,8.518039
8900,14,16.880370,8.513844
8910,5,16.874935,8.514876
8920,0,16.858394,8.508848
8930,2,16.841602,8.502686
8940,5,16.826622,8.492633
8950,1,16.809470,8.485322
8960,0,16.792286,8.479423
8970,7,16.776917,8.469662
8980,7,16.766113,8.467448
8990,17,16.760761,8.463224
9000,19,16.759214,8.461400
9010,29,16.771428,8.465104
9020,41,16.792874,8.472047
9030,35,16.815100,8.486020
9040,32,16.831074,8.493520
9050,34,16.849198,8.502578
9060,31,16.866095,8.511966
9070,30,16.879291,8.519486
9080,33,16.895720,8.528164
9090,32,16.913087,8.537788
9100,29,16.929607,8.546512
9110,15,16.936304,8.551224
9120,15,16.932759,8.550288
9130,20,16.936395,8.552032
9140,12,16.935770,8.553513
9150,11,16.930649,8.550361
9160,14,16.925033,8.544604
9170,16,16.923330,8.543184
9180,16,16.921227,8.541563
9190,10,16.914969,8.539253
9200,6,16.904817,8.535912
9210,17,16.900173,8.528799
9220,18,16.900450,8.528386
9230,13,16.897645,8.527818
9240,19,16.898221,8.528954
9250,14,16.896862,8.534235
9260,19,16.895505,8.531129
9270,10,16.894452,8.533295
9280,16,16.886605,8.528310
9290,8,16.884054,8.528784
9300,14,16.873938,8.521266
9310,19,16.875878,8.521229
9320,25,16.880592,8.518904
9330,3,16.878879,8.522564
9340,2,16.863921,8.514461
9350,2,16.847603,8.505674
9360,8,16.834040,8.499197
9370,5,16.823911,8.494452
