Tempo(s),Fila,E[N],E[W]
8410,7,4.570112,2.276395
8420,2,4.567914,2.275579
8430,11,4.568479,2.274526
8440,10,4.578451,2.279099
8450,2,4.577998,2.278885
8460,1,4.573851,2.276967
8470,3,4.569676,2.275569
8480,3,4.565821,2.273660
8490,3,4.562038,2.271654
8500,4,4.559116,2.270077
8510,8,4.561047,2.270651
8520,11,4.566865,2.273293
8530,6,4.566954,2.272951
8540,1,4.564013,2.272295
8550,0,4.564087,2.271946
8560,2,4.560216,2.270295
8570,0,4.555694,2.269769
8580,2,4.551143,2.268433
8590,3,4.549165,2.267061
8600,1,4.547249,2.266903
8610,4,4.544961,2.264852
8620,2,4.541852,2.262919
8630,2,4.538014,2.261408
8640,0,4.535398,2.260765
8650,0,4.530892,2.258657
8660,1,4.527407,2.256797
8670,2,4.523039,2.254498
8680,1,4.519647,2.253334
8690,1,4.515298,2.251948
8700,7,4.513071,2.250715
8710,1,4.511309,2.249842
8720,5,4.512568,2.249577
8730,1,4.511802,2.248817
8740,5,4.508769,2.246417
8750,10,4.513143,2.247581
8760,13,4.521163,2.251458
8770,8,4.529387,2.254539
8780,12,4.532394,2.255664
8790,7,4.539728,2.259454
8800,2,4.541619,2.260790
8810,3,4.539486,2.259740
8820,0,4.536659,2.257834
8830,3,4.532290,2.256180
8840,0,4.529226,2.254666
8850,0,4.525897,2.252513
8860,1,4.522387,2.250652
8870,11,4.520281,2.249110
8880,3,4.519278,2.248372
8890,2,4.515627,2.246317
8900,0,4.510888,2.245102
8910,3,4.507964,2.243657
8920,7,4.505875,2.241754
8930,1,4.503892,2.241154
8940,3,4.500465,2.239960
8950,0,4.500349,2.239415
8960,5,4.498106,2.237938
8970,0,4.495275,2.236170
8980,1,4.491348,2.234600
8990,1,4.489904,2.234141
9000,4,4.486789,2.232727
9010,0,4.484164,2.231926
9020,3,4.480151,2.230308
9030,0,4.477788,2.229512
9040,0,4.473736,2.227014
9050,1,4.469906,2.225241
9060,0,4.466147,2.223380
9070,8,4.462708,2.221435
9080,7,4.464447,2.221824
9090,16,4.474491,2.225737
9100,20,4.492384,2.234406
9110,14,4.503589,2.240114
9120,16,4.513396,2.244271
9130,19,4.529433,2.252136
9140,15,4.544714,2.259871
9150,10,4.551125,2.262826
9160,3,4.554664,2.265092
9170,9,4.557534,2.266286
9180,7,4.562512,2.268652
9190,2,4.565124,2.270702
9200,0,4.563363,2.269348
9210,1,4.561212,2.268782
9220,0,4.557186,2.267771
9230,2,4.554322,2.265624
9240,9,4.554914,2.265077
9250,8,4.560196,2.267474
9260,11,4.564678,2.269106
9270,0,4.568331,2.271668
9280,1,4.565791,2.270296
9290,1,4.562352,2.269207
9300,2,4.558280,2.267437
9310,2,4.554767,2.266429
9320,2,4.552614,2.265490
9330,1,4.550730,2.264081
9340,6,4.550421,2.263096
9350,5,4.547521,2.262027
9360,0,4.543514,2.260407
9370,3,4.541274,2.258465
